!!SBtab	Document='D1 LTP time window' SBtabVersion='1.0' TableName='Input' TableTitle='Input Parameter List, dynamics are hardcoded into model' TableType='Quantity'		
!ID	!Name	!Unit	!DefaultValue
INP0	DA_start	millisecond	100
