!!SBtab	SBtabVersion='1.0' Document='SBTAB example small' TableName='E6I' TableTitle='SBTAB example small E6I' TableType = 'QuantityMatrix'	
!ID	!Input_Time_S4	>S4
E6IT0	0	0
E6IT1	1	4
E6IT2	6	0
