Time,Obs_Ca,Obs_CaM,Obs_CaM_Ca4,Obs_CaMKII,Obs_CaMKII_CaM_Ca2,Obs_CaMKII_CaM_Ca2_psd,Obs_CaMKII_psd,Obs_cAMP,Obs_Substrate,Obs_D1R,Obs_DA,Obs_D32,Obs_pSubstrate,Obs_PP2B,Obs_PP2Bc,Obs_pARPP21
0,1,38,0,202,3,0,17,0,35,18,0,444,1,1,3,8
0.2,1,34,0,196,2,1,20,1,34,18,0,443,2,0,4,8
0.4,1,38,0,201,3,0,17,0,33,15,0,440,3,1,3,7
0.6000000000000001,1,33,0,192,5,0,23,0,33,20,0,435,2,0,1,7
0.8,1,40,0,198,1,0,23,0,33,18,1,434,2,0,4,8
1,1,32,0,190,7,0,23,0,34,18,0,427,2,0,2,8
1.2000000000000002,1,35,0,193,5,0,23,0,33,13,0,424,1,0,3,8
1.4000000000000001,1,36,0,195,2,1,23,0,35,20,1,423,1,0,0,7
1.6,1,42,0,201,3,0,23,0,33,16,1,423,2,0,1,8
1.8,0,32,0,186,4,0,26,0,34,16,0,423,1,1,2,8
2,0,36,0,190,2,0,28,0,34,19,0,428,2,0,6,8
2.2,0,36,0,190,1,0,27,0,34,17,0,430,2,0,0,8
2.4000000000000004,1,35,0,192,1,0,26,0,34,18,0,432,1,0,1,8
2.6,1,35,0,198,4,0,21,1,35,18,0,427,1,0,3,9
2.8000000000000003,1,35,0,198,7,1,19,0,33,17,0,441,1,0,0,8
3,1,37,0,202,4,0,17,1,34,17,0,442,2,0,0,7
3.2,0,39,0,202,2,0,19,0,34,15,1,440,2,0,3,8
3.4000000000000004,1,38,0,201,3,0,20,0,35,19,0,445,1,0,2,7
3.6,1,31,0,199,6,1,17,0,34,16,0,452,2,0,2,6
3.8000000000000003,0,36,0,201,3,1,18,0,32,20,0,454,3,0,5,7
4,0,39,0,198,3,0,23,0,32,18,1,457,4,0,0,7
4.2,22,10,1,183,9,4,18,0,31,19,0,457,4,0,31,1
4.4,35,4,2,175,9,2,20,0,31,16,0,470,5,0,36,4
4.6000000000000005,43,2,1,169,10,3,25,0,30,18,0,481,6,0,37,3
4.800000000000001,49,3,0,162,7,1,30,0,31,17,0,487,4,0,32,3
5,54,1,1,165,8,3,27,0,30,19,1,491,4,0,40,2
5.2,10,6,1,166,14,6,32,0,32,17,15,501,3,0,19,5
5.4,2,23,0,178,14,2,30,4,33,16,10,502,3,0,8,4
5.6000000000000005,1,33,0,185,7,3,31,18,32,20,6,495,4,0,4,5
5.800000000000001,1,34,0,186,5,0,30,21,34,20,4,489,0,0,7,8
6,1,37,0,200,2,0,20,41,36,16,2,484,0,0,3,13
6.2,1,32,0,187,4,0,26,35,35,17,2,474,1,0,2,24
6.4,0,34,0,193,2,1,23,36,35,18,1,463,1,0,0,32
6.6000000000000005,0,41,0,196,2,0,25,43,34,20,1,453,2,0,3,37
6.800000000000001,0,43,0,200,3,0,24,40,32,19,0,449,3,0,4,47
7,1,38,0,195,2,0,23,46,33,18,0,448,3,0,6,48
7.2,1,36,0,196,3,0,21,36,34,20,1,441,2,0,0,46
7.4,1,40,0,203,1,0,20,20,34,20,0,426,1,1,0,49
7.6000000000000005,1,37,0,199,4,0,19,11,34,19,0,425,1,1,4,54
7.800000000000001,1,33,0,192,6,1,21,11,34,16,1,420,2,1,2,61
8,0,33,0,195,6,1,20,7,34,18,1,417,2,1,5,63
8.200000000000001,1,35,0,192,6,1,24,7,34,15,0,417,2,0,2,61
8.4,1,27,0,186,5,1,21,1,34,16,0,419,2,0,1,60
8.6,0,34,0,192,3,0,22,0,33,18,0,430,2,0,1,56
8.8,1,40,0,196,1,0,24,0,34,17,0,426,2,1,4,54
9,1,39,0,193,2,0,26,0,35,20,0,427,1,1,3,56
9.200000000000001,0,40,0,196,1,0,25,1,35,21,0,432,1,0,0,51
9.4,0,35,0,197,5,0,20,0,35,20,0,419,1,0,5,49
9.600000000000001,0,36,0,201,3,0,19,0,35,17,0,421,1,0,2,50
9.8,0,34,0,204,2,0,14,2,35,21,1,420,1,0,0,52
10,1,36,0,199,6,0,18,0,35,19,0,427,1,0,1,51
10.200000000000001,0,38,0,200,4,0,20,0,35,16,1,422,1,0,0,47
10.4,0,43,0,206,1,0,19,1,34,18,0,410,1,0,2,45
10.600000000000001,1,38,0,204,2,2,16,3,34,18,0,421,2,0,2,42
10.8,0,34,0,200,1,0,17,0,33,18,1,415,2,1,6,41
11,1,36,0,206,1,1,14,0,33,15,0,417,2,0,2,43
11.200000000000001,1,32,0,201,3,0,14,2,33,14,0,424,3,1,2,41
11.4,0,39,0,205,1,0,14,1,33,19,0,436,3,1,1,38
11.600000000000001,1,35,0,206,1,0,10,1,33,18,0,438,3,1,6,34
11.8,1,43,0,209,1,0,14,1,33,17,0,442,3,1,0,36
12,0,40,0,206,1,1,14,0,33,20,0,445,3,1,0,34
12.200000000000001,1,39,0,203,1,0,17,0,33,15,0,446,3,1,6,36
12.4,1,39,0,205,3,0,15,0,31,17,0,445,4,0,5,33
12.600000000000001,0,39,0,200,1,0,20,0,31,17,0,442,5,0,2,37
12.8,0,43,0,209,3,0,16,0,31,16,0,448,4,0,3,36
13,1,38,0,203,4,0,18,0,32,16,1,452,4,0,1,30
13.200000000000001,1,36,0,203,0,1,15,0,32,19,0,449,4,0,6,27
13.4,1,41,0,204,0,0,18,0,32,20,0,447,4,0,4,25
13.600000000000001,1,39,0,203,1,0,18,0,30,20,0,446,5,0,4,23
13.8,1,33,0,198,3,0,17,0,32,17,0,443,4,0,1,22
14,1,37,0,201,2,0,17,0,34,17,0,444,1,0,3,22
14.200000000000001,1,35,0,200,4,0,16,0,35,16,0,456,1,0,0,19
14.4,0,31,0,197,3,1,16,0,35,16,0,453,0,1,4,19
14.600000000000001,0,36,0,202,4,0,16,0,34,18,0,454,2,1,3,19
14.8,1,31,0,198,4,0,16,0,34,17,0,451,2,0,0,17
15,1,38,0,204,4,1,15,0,34,14,0,454,2,0,3,19
15.200000000000001,0,39,0,208,5,0,14,0,34,18,1,453,2,0,3,19
15.4,0,34,0,204,3,0,13,0,34,18,0,446,2,0,8,16
15.600000000000001,0,33,0,198,7,0,15,0,33,18,0,453,3,1,5,16
15.8,1,34,0,204,2,0,13,0,33,18,0,450,3,1,1,15
16,1,33,0,201,2,0,14,0,33,17,0,456,3,0,4,13
16.2,0,30,0,198,5,0,15,0,33,18,0,462,3,0,0,12
16.400000000000002,1,35,0,199,8,0,18,0,33,20,0,457,3,0,0,15
