Time,Obs_Ca,Obs_CaM,Obs_CaM_Ca4,Obs_CaMKII,Obs_CaMKII_CaM_Ca2,Obs_CaMKII_CaM_Ca2_psd,Obs_CaMKII_psd,Obs_cAMP,Obs_Substrate,Obs_D1R,Obs_DA,Obs_D32,Obs_pSubstrate,Obs_PP2B,Obs_PP2Bc,Obs_pARPP21
0,1,38,0,202,3,0,17,0,35,18,0,444,1,1,3,8
0.2,0,40,0,205,1,1,16,1,34,19,1,437,2,1,3,7
0.4,1,42,0,209,0,0,13,0,35,18,1,436,1,1,2,7
0.6000000000000001,1,34,0,198,1,1,16,0,35,18,0,439,1,1,0,8
0.8,1,48,0,210,1,0,18,0,35,16,0,438,1,1,3,6
1,1,46,0,207,2,0,19,0,35,18,1,438,0,1,4,5
1.2000000000000002,1,40,0,203,1,0,18,1,36,17,0,433,0,1,4,5
1.4000000000000001,1,36,0,197,4,0,20,0,36,16,0,433,0,1,4,5
1.6,1,32,0,194,3,0,19,0,36,22,0,431,0,0,2,3
1.8,0,40,0,204,1,0,17,0,36,18,0,434,0,0,0,5
2,1,37,0,201,3,2,16,0,36,19,0,441,0,1,3,5
2.2,0,43,0,206,0,0,19,0,36,19,0,440,0,1,3,2
2.4000000000000004,1,37,0,201,1,1,18,0,35,20,1,447,1,1,2,5
2.6,0,40,0,206,1,0,15,0,35,19,1,442,1,0,2,7
2.8000000000000003,1,38,0,205,3,1,14,2,35,19,0,441,1,0,2,7
3,1,43,0,208,3,0,16,1,35,17,0,438,1,0,3,7
3.2,1,38,0,205,2,0,14,0,34,19,1,432,1,0,1,7
3.4000000000000004,0,42,0,209,2,0,14,0,34,15,0,436,1,0,4,4
3.6,1,36,0,210,2,0,9,0,35,17,0,435,1,0,3,4
3.8000000000000003,1,36,0,206,2,0,11,0,36,19,0,436,0,0,1,5
4,0,42,0,211,1,0,12,0,36,17,0,434,0,0,5,5
4.2,22,11,0,189,7,3,9,0,36,18,0,445,0,0,27,2
4.4,35,4,0,182,14,0,11,0,35,16,0,467,1,0,34,0
4.6000000000000005,44,0,2,177,9,3,14,0,33,16,0,478,1,0,33,1
4.800000000000001,49,2,0,171,13,0,21,0,33,19,0,500,2,0,33,0
5,54,2,0,164,6,1,24,0,34,19,0,509,2,0,41,1
5.2,10,9,1,177,11,0,23,0,35,17,0,511,1,0,24,2
5.4,2,22,0,179,12,2,23,0,35,16,0,512,0,0,6,6
5.6000000000000005,1,28,0,189,7,0,22,0,35,21,0,515,1,0,1,8
5.800000000000001,1,27,0,182,7,0,23,0,34,18,0,514,2,1,0,9
6,1,35,0,190,3,1,22,0,32,16,0,507,3,0,2,8
6.2,0,36,0,190,6,0,25,0,34,17,1,502,1,0,2,7
6.4,1,35,0,192,3,0,23,0,34,18,1,490,2,0,3,10
6.6000000000000005,1,40,0,194,3,0,22,0,32,20,0,494,4,0,1,8
