Time,Obs_Ca,Obs_CaM,Obs_CaM_Ca4,Obs_CaMKII,Obs_CaMKII_CaM_Ca2,Obs_CaMKII_CaM_Ca2_psd,Obs_CaMKII_psd,Obs_cAMP,Obs_Substrate,Obs_D1R,Obs_DA,Obs_D32,Obs_pSubstrate,Obs_PP2B,Obs_PP2Bc,Obs_pARPP21
0,1,38,0,202,3,0,17,0,35,18,0,444,1,1,3,8
0.2,1,37,0,208,0,1,11,1,35,13,15,448,1,0,6,7
0.4,1,39,0,209,0,0,11,2,35,18,10,437,1,0,4,7
0.6000000000000001,0,29,0,198,1,0,12,9,35,20,6,439,1,0,2,5
0.8,1,36,0,209,3,1,9,20,36,17,4,441,0,0,1,7
1,1,37,0,204,4,1,13,24,36,18,2,441,0,1,0,13
1.2000000000000002,1,33,0,200,1,0,14,20,36,18,2,435,0,2,4,17
1.4000000000000001,1,41,0,207,3,0,13,17,36,19,1,438,0,2,5,18
1.6,1,38,0,203,4,0,16,14,36,14,1,435,0,0,4,23
1.8,0,38,0,203,3,0,16,8,36,17,0,437,0,0,4,28
2,1,35,0,206,3,0,13,5,36,18,0,436,0,0,3,28
2.2,0,34,0,202,1,1,15,3,36,20,0,438,0,0,5,35
2.4000000000000004,1,34,0,200,5,0,15,1,36,13,1,435,0,0,1,39
2.6,1,37,0,203,1,0,16,1,36,17,0,437,0,0,3,33
2.8000000000000003,1,30,0,198,4,1,15,1,36,18,0,431,0,0,2,38
3,1,38,0,203,4,0,16,0,36,19,0,425,0,0,3,37
3.2,1,34,0,202,3,0,15,0,36,19,0,424,0,0,2,35
3.4000000000000004,0,34,0,200,4,0,16,1,36,19,0,423,0,0,6,37
3.6,1,36,0,202,6,0,16,0,36,18,0,424,0,1,2,40
3.8000000000000003,0,38,0,205,2,1,16,0,35,17,1,422,1,0,1,39
4,1,40,0,209,1,0,13,0,35,19,0,426,1,0,4,43
4.2,21,9,0,200,9,3,13,1,34,20,0,442,2,0,26,23
4.4,35,1,1,192,3,0,21,0,35,19,0,458,1,0,34,17
4.6000000000000005,42,0,0,189,9,0,20,0,34,17,0,453,2,0,28,15
4.800000000000001,49,2,1,196,3,0,18,0,35,17,0,476,1,0,28,15
5,53,1,0,191,6,0,18,1,34,21,1,490,2,0,31,23
