Time,Obs_Ca,Obs_CaM,Obs_CaM_Ca4,Obs_CaMKII,Obs_CaMKII_CaM_Ca2,Obs_CaMKII_CaM_Ca2_psd,Obs_CaMKII_psd,Obs_cAMP,Obs_Substrate,Obs_D1R,Obs_DA,Obs_D32,Obs_pSubstrate,Obs_PP2B,Obs_PP2Bc,Obs_pARPP21
0,1,38,0,202,3,0,17,0,35,18,0,444,1,1,3,8
0.2,0,34,0,199,4,1,15,10,35,18,15,437,1,1,3,8
0.4,1,38,0,203,1,0,16,34,34,18,10,431,1,1,2,6
0.6000000000000001,1,35,0,198,1,1,17,58,34,19,6,437,2,1,0,12
0.8,1,37,0,200,3,0,17,62,34,16,4,437,2,1,6,19
1,0,36,0,200,3,0,17,62,34,16,2,421,2,0,1,22
1.2000000000000002,1,32,0,198,2,0,17,61,34,19,1,418,1,0,4,24
1.4000000000000001,1,37,0,204,2,0,17,58,36,19,1,422,0,0,3,27
1.6,1,27,0,192,1,0,20,60,36,18,1,419,0,0,4,31
1.8,1,41,0,206,2,1,18,50,36,16,1,417,0,0,1,37
2,1,35,0,197,5,1,19,47,36,20,0,419,0,0,3,34
2.2,1,42,0,208,1,2,16,46,36,22,0,417,0,0,6,43
2.4000000000000004,0,40,0,206,3,1,16,43,36,21,0,412,0,0,5,51
2.6,1,36,0,201,8,1,15,39,36,16,0,420,0,1,1,57
2.8000000000000003,1,32,0,200,4,0,16,37,36,18,0,416,0,0,1,55
3,0,38,0,204,3,0,18,41,36,17,0,419,0,0,0,55
3.2,0,33,0,200,4,0,16,54,35,18,0,418,1,0,0,57
3.4000000000000004,1,36,0,203,2,0,16,33,34,20,0,413,2,0,1,60
3.6,1,39,0,203,4,0,17,22,35,22,1,417,1,0,0,60
3.8000000000000003,1,37,0,201,2,0,17,9,35,19,1,421,1,0,3,64
4,1,37,0,200,6,0,18,7,35,19,0,417,1,0,3,68
4.2,21,11,0,199,5,1,20,1,35,21,0,423,1,0,23,38
4.4,34,0,0,199,7,1,18,0,35,18,0,434,1,0,29,31
4.6000000000000005,43,2,0,211,4,1,12,2,35,19,0,451,1,0,30,29
4.800000000000001,48,2,0,212,2,0,14,0,35,13,0,462,1,0,26,23
5,52,1,0,201,3,0,13,3,35,19,0,487,1,0,30,29
5.2,10,3,1,202,9,0,14,3,36,19,1,500,0,0,15,31
5.4,2,7,0,200,13,0,15,2,36,18,0,482,0,0,11,33
5.6000000000000005,1,21,0,197,15,0,16,3,36,15,0,490,0,0,3,47
5.800000000000001,1,26,0,199,10,1,12,1,36,17,0,483,0,1,2,55
6,1,33,0,202,6,0,16,3,36,16,0,484,0,0,0,56
6.2,1,32,0,202,2,0,17,1,35,16,1,468,1,0,4,56
6.4,1,37,0,205,2,0,15,0,35,21,1,478,1,0,0,57
6.6000000000000005,1,40,0,208,4,0,15,0,34,19,1,476,2,0,3,54
6.800000000000001,1,35,0,200,8,0,17,0,35,20,1,462,1,0,3,58
7,0,32,0,203,3,0,13,1,35,18,1,449,0,0,0,49
7.2,0,33,0,198,3,0,15,0,35,16,0,436,1,0,0,51
7.4,1,33,0,200,3,0,15,2,34,15,0,435,2,0,1,49
7.6000000000000005,1,33,0,202,1,0,14,1,36,19,0,431,0,0,3,49
7.800000000000001,0,40,0,208,4,0,13,0,36,17,1,442,0,0,3,48
8,1,39,0,206,1,0,13,0,36,17,0,440,0,1,5,45
8.200000000000001,1,42,0,209,0,0,13,1,36,18,0,447,0,0,2,46
8.4,1,35,0,203,0,0,12,1,36,18,0,455,0,0,4,48
8.6,1,34,0,202,0,0,12,0,35,21,0,457,1,0,6,50
8.8,1,41,0,211,2,0,10,0,35,17,1,443,1,0,1,48
9,1,38,0,206,4,0,12,1,34,16,0,448,2,0,4,47
9.200000000000001,1,41,0,213,2,0,9,0,34,19,0,447,2,0,5,38
9.4,0,39,0,211,1,0,10,0,33,16,1,447,3,0,1,39
9.600000000000001,1,35,0,204,2,0,11,0,32,18,1,443,2,0,6,40
9.8,1,35,0,205,2,1,12,0,34,18,0,442,2,0,1,38
10,0,36,0,207,4,0,12,0,34,15,0,457,2,0,4,36
10.200000000000001,1,38,0,206,1,0,14,0,34,18,0,452,2,0,1,35
10.4,1,35,0,201,5,0,15,1,34,16,0,449,2,0,2,35
10.600000000000001,0,37,0,203,1,0,17,1,34,17,0,448,2,0,3,34
10.8,1,39,0,205,4,1,15,0,33,18,0,458,2,0,6,33
11,1,43,0,207,1,0,18,0,33,18,0,454,3,0,2,34
11.200000000000001,1,37,0,199,2,1,19,0,34,19,0,461,2,0,2,32
11.4,1,36,0,202,1,0,18,0,34,18,1,457,2,0,3,26
11.600000000000001,0,33,0,196,3,0,18,1,33,18,0,450,2,0,2,25
11.8,0,38,0,200,1,0,19,0,34,17,0,452,2,0,1,25
12,1,38,0,196,3,0,23,1,34,16,0,452,2,2,2,25
12.200000000000001,1,37,0,198,2,0,20,0,32,19,0,449,3,2,5,23
12.4,1,39,0,196,1,0,23,0,31,22,0,452,4,1,3,25
12.600000000000001,0,36,0,197,2,0,20,0,31,17,0,453,3,0,7,24
12.8,1,38,0,198,5,0,23,0,31,14,1,458,4,0,4,25
13,1,40,0,201,1,0,22,0,32,13,0,459,4,0,4,21
13.200000000000001,1,34,0,194,2,0,21,0,34,17,0,452,2,0,2,26
13.4,1,38,0,196,0,1,23,0,34,16,0,447,2,0,2,25
13.600000000000001,0,35,0,195,1,0,21,0,34,19,0,444,2,0,2,21
13.8,0,40,0,197,0,1,23,0,34,16,1,434,2,1,0,22
14,1,44,0,205,1,0,20,0,34,19,0,437,2,0,1,24
14.200000000000001,0,34,0,198,0,0,19,0,34,18,0,442,1,0,2,20
14.4,1,41,0,203,2,0,20,0,35,15,0,449,1,0,1,20
14.600000000000001,0,38,0,200,2,0,19,0,36,16,0,442,0,0,5,20
14.8,0,40,0,201,2,0,20,0,36,19,0,450,0,0,2,17
15,1,31,0,198,1,0,15,0,36,18,0,456,0,0,0,20
15.200000000000001,1,35,0,199,1,0,17,0,35,15,0,454,1,0,3,20
15.4,1,30,0,194,2,0,18,0,36,19,0,464,0,0,5,19
15.600000000000001,1,37,0,203,4,1,15,0,35,18,1,463,1,0,2,22
15.8,1,39,0,210,2,0,15,0,35,15,1,461,1,0,6,20
16,1,42,0,205,3,0,18,0,35,21,1,472,1,0,2,19
16.2,1,47,0,210,1,0,17,0,35,19,0,469,1,1,0,18
16.400000000000002,0,38,0,199,1,0,21,0,34,18,0,477,2,0,1,16
16.6,1,45,0,207,1,1,19,0,34,19,0,476,2,0,0,17
16.8,1,34,0,192,1,0,23,1,34,20,0,479,2,0,4,17
17,1,36,0,197,1,0,21,2,33,21,0,473,2,0,4,17
17.2,1,39,0,202,0,1,19,0,34,16,0,475,2,0,1,15
17.400000000000002,1,38,0,203,3,3,16,0,34,17,0,470,2,1,2,14
17.6,0,38,0,203,3,0,16,0,34,20,0,468,2,1,2,17
17.8,1,43,0,207,3,0,16,0,34,19,0,473,1,1,3,16
18,0,35,0,201,4,0,17,0,35,21,0,478,1,1,3,14
18.2,1,33,0,195,5,0,19,1,35,20,1,477,1,0,2,13
18.400000000000002,1,30,0,192,2,0,20,1,35,13,1,468,1,0,3,17
18.6,0,30,0,191,5,0,19,1,35,18,0,470,1,1,0,14
18.8,1,37,0,205,4,1,14,0,35,19,0,479,1,0,5,16
19,1,39,0,201,2,0,19,0,35,18,0,483,1,1,2,15
19.200000000000003,0,30,0,193,3,0,18,3,35,20,1,472,1,1,0,14
19.400000000000002,0,42,0,206,1,0,17,0,35,19,0,475,1,0,0,13
19.6,0,42,0,205,1,0,18,3,35,20,0,464,1,0,5,15
19.8,1,34,0,201,2,0,15,1,35,14,0,460,1,0,4,14
20,1,26,0,190,5,0,18,1,35,20,1,460,1,0,1,13
20.200000000000003,1,37,0,205,2,0,17,1,34,17,0,458,1,0,2,12
20.400000000000002,1,34,0,199,2,0,18,0,35,16,1,467,1,0,3,14
20.6,1,33,0,196,5,0,18,0,35,19,0,468,1,0,3,12
20.8,1,31,0,196,5,1,17,0,35,18,1,465,1,0,3,10
21,1,36,0,200,3,0,18,1,35,19,1,466,1,1,3,9
21.200000000000003,1,36,0,199,2,1,18,1,35,18,0,461,1,0,2,10
21.400000000000002,1,37,0,201,1,0,21,0,34,15,1,455,2,0,4,9
21.6,1,35,0,200,2,1,16,0,33,18,1,468,2,0,6,10
21.8,0,35,0,200,3,1,16,0,33,16,0,472,3,0,4,9
22,0,41,0,205,4,0,17,0,33,17,0,468,3,0,3,10
22.200000000000003,1,40,0,208,0,1,14,0,34,20,1,460,2,0,2,8
22.400000000000002,0,35,0,198,3,1,18,0,34,16,0,460,2,0,2,11
22.6,1,32,0,197,4,1,14,0,34,17,0,456,2,2,1,10
22.8,1,42,0,206,5,0,18,0,35,15,0,453,1,0,4,9
23,0,41,0,204,5,0,18,0,35,16,0,460,1,0,1,10
23.200000000000003,1,37,0,202,5,0,17,0,35,20,0,459,1,0,5,12
