Time,Obs_Ca,Obs_CaM,Obs_CaM_Ca4,Obs_CaMKII,Obs_CaMKII_CaM_Ca2,Obs_CaMKII_CaM_Ca2_psd,Obs_CaMKII_psd,Obs_cAMP,Obs_Substrate,Obs_D1R,Obs_DA,Obs_D32,Obs_pSubstrate,Obs_PP2B,Obs_PP2Bc,Obs_pARPP21
0,1,38,0,202,3,0,17,0,35,18,0,444,1,1,3,8
0.2,1,35,0,201,8,0,15,0,35,18,0,452,1,0,3,9
0.4,1,32,0,200,5,0,17,0,35,19,0,448,1,0,0,6
0.6000000000000001,1,36,0,201,3,1,18,0,36,21,0,449,0,0,0,8
0.8,1,40,0,203,4,0,19,0,36,20,1,441,0,0,5,7
1,1,41,0,203,5,0,19,1,36,19,0,443,0,1,0,6
1.2000000000000002,1,39,0,202,6,0,18,3,35,19,0,429,1,0,0,6
1.4000000000000001,1,35,0,201,5,1,14,1,33,19,0,432,0,1,1,8
1.6,1,36,0,199,3,0,18,0,34,15,0,440,2,0,0,5
1.8,1,38,0,201,3,0,18,1,34,18,1,442,2,0,0,7
2,0,38,0,201,2,0,17,3,34,20,0,441,1,1,3,7
2.2,1,32,0,198,2,1,16,1,35,15,0,441,1,0,1,7
2.4000000000000004,1,36,0,202,1,1,15,0,35,14,0,451,1,0,0,7
2.6,1,37,0,200,4,0,19,1,34,21,0,445,1,0,3,5
2.8000000000000003,1,33,0,195,4,0,22,0,34,20,0,444,2,1,5,4
3,0,39,0,199,4,1,22,0,34,19,1,448,1,0,1,3
3.2,1,41,0,201,1,0,22,2,36,15,16,451,0,0,0,4
3.4000000000000004,1,41,0,204,0,0,19,10,35,17,9,449,0,0,2,4
3.6,1,41,0,202,3,0,22,30,36,17,6,450,0,0,3,4
3.8000000000000003,1,36,0,197,1,0,21,33,36,17,4,443,0,0,2,6
4,1,43,0,203,2,0,22,49,36,16,3,443,0,0,3,19
4.2,21,15,0,188,6,1,22,49,36,16,2,443,0,0,33,14
4.4,34,4,1,191,3,0,21,72,36,20,1,465,0,0,35,8
4.6000000000000005,43,1,0,186,4,1,18,68,36,18,1,467,0,0,31,13
4.800000000000001,49,0,0,189,3,0,22,69,36,17,1,469,0,0,35,10
5,53,1,1,190,2,0,23,64,36,18,0,473,0,0,33,20
5.2,10,6,0,193,11,0,20,62,35,17,0,497,0,0,15,29
5.4,2,15,0,191,8,4,21,57,36,19,0,495,0,0,4,39
5.6000000000000005,1,21,0,192,7,1,21,48,35,16,0,484,1,0,1,55
5.800000000000001,1,28,0,192,8,2,21,38,34,17,0,484,1,0,3,56
6,1,34,0,199,6,0,21,28,34,22,0,481,2,0,1,58
6.2,1,28,0,197,2,0,18,19,33,15,1,472,3,0,2,62
6.4,1,38,0,201,2,0,20,15,33,18,0,462,3,0,4,64
6.6000000000000005,1,38,0,201,4,0,18,16,31,17,1,461,3,0,3,71
6.800000000000001,0,34,0,195,3,0,20,11,32,20,0,467,3,0,2,72
7,1,36,0,201,2,0,15,0,33,18,1,463,3,0,2,73
7.2,1,32,0,195,1,1,19,1,33,19,1,457,3,0,1,79
7.4,0,33,0,196,2,1,20,0,33,15,0,459,3,0,4,75
7.6000000000000005,1,37,0,205,3,0,14,1,32,13,0,445,3,0,4,76
7.800000000000001,1,33,0,196,3,0,19,0,31,17,0,452,5,0,2,68
8,1,35,0,201,2,0,16,0,31,17,0,451,5,1,4,68
8.200000000000001,1,36,0,200,4,0,17,0,31,16,0,454,5,0,2,70
8.4,1,33,0,196,5,0,16,0,31,17,0,453,5,0,3,67
8.6,0,33,0,199,5,0,15,0,31,14,1,454,4,0,1,63
8.8,1,43,0,209,4,0,15,0,32,17,1,451,4,0,0,70
9,1,39,0,205,1,0,14,0,31,15,1,452,4,0,0,68
9.200000000000001,1,36,0,202,4,0,13,0,32,20,0,448,4,1,6,66
9.4,1,39,0,208,1,0,14,0,32,19,1,441,4,1,2,64
9.600000000000001,1,33,0,201,1,1,15,0,32,20,0,437,4,0,2,61
9.8,1,27,0,194,1,1,15,0,32,19,0,443,4,0,3,53
10,0,31,0,197,3,0,14,0,34,15,0,447,2,0,3,54
10.200000000000001,0,42,0,205,2,0,16,1,33,17,0,449,1,0,0,57
10.4,1,33,0,204,2,1,12,0,35,17,0,440,0,0,0,51
10.600000000000001,1,34,1,207,2,1,13,0,36,17,0,456,0,1,1,53
10.8,1,37,0,207,5,1,13,0,36,20,0,461,0,0,1,57
11,1,37,0,204,3,0,15,1,35,17,0,457,0,0,3,51
11.200000000000001,0,29,0,199,3,0,14,0,36,18,0,452,0,1,3,51
11.4,1,38,0,205,4,0,15,0,35,20,0,462,0,0,0,52
11.600000000000001,1,37,0,202,0,0,17,0,36,20,0,455,0,0,1,47
