Time,Obs_AC5,Obs_AC5_ATP,Obs_AC5_Ca,Obs_AC5_Ca_ATP,Obs_AC5_Ca_GaolfGTP,Obs_AC5_Ca_GaolfGTP_ATP,Obs_AC5_GaolfGTP,Obs_AC5_GaolfGTP_ATP,Obs_B56PP2A,Obs_B56PP2A_D32p75,Obs_B56PP2A_pARPP21,Obs_B56PP2Ap,Obs_B56PP2Ap_D32p75,Obs_B56PP2Ap_pARPP21,Obs_B72PP2A,Obs_B72PP2A_D32p34,Obs_B72PP2A_D32p75,Obs_B72PP2A_pARPP21,Obs_B72PP2A_Ca_D32p34,Obs_B72PP2A_Ca_D32p75,Obs_B72PP2A_Ca,Obs_B72PP2A_Ca_pARPP21,Obs_Ca,Obs_CaM,Obs_CaM_Ca2,Obs_CaM_Ca4,Obs_CaM_Ca4_pARPP21,Obs_CaMKII,Obs_CaMKII_CaM_Ca4,Obs_CaMKII_CaM,Obs_CaMKII_CaM_Ca2,Obs_CaMKII_CaM_Ca2_psd,Obs_CaMKII_CaM_psd,Obs_CaMKII_CaM_Ca4_psd,Obs_CaMKII_psd,Obs_cAMP,Obs_Substrate,Obs_CDK5,Obs_CDK5_D32,Obs_D1R,Obs_D1R_DA,Obs_D1R_Golf_DA,Obs_D1R_Golf,Obs_D32p34,Obs_D32p75,Obs_DA,Obs_D32,Obs_GaolfGDP,Obs_GaolfGTP,Obs_Gbgolf,Obs_Golf,Obs_pCaMKII,Obs_pCaMKII_CaM_Ca4,Obs_pCaMKII_CaM,Obs_pCaMKII_CaM_Ca2,Obs_pCaMKII_CaM_Ca2_psd,Obs_pCaMKII_CaM_psd,Obs_pCaMKII_CaM_Ca4_psd,Obs_pCaMKII_psd,Obs_pSubstrate,Obs_PDE4,Obs_PDE4_cAMP,Obs_PDE10r,Obs_PDE10r_cAMP,Obs_PDE10c,Obs_PDE10c_cAMP,Obs_PKA,Obs_PKAc,Obs_PKAc_B56PP2A,Obs_PKAc_D32,Obs_PKAc_ARPP21,Obs_PKA_Ca2MP,Obs_PKA_Ca4MP,Obs_PKAc_D32p75,Obs_PKAreg,Obs_PP1,Obs_PP1_pCaMKII_psd,Obs_PP1_pSubstrate,Obs_PP1_D32p34,Obs_CaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd,Obs_pCaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd,Obs_CaMKII_CaM_Ca4_CaMKII_CaM_Ca4,Obs_pCaMKII_CaM_Ca4_CaMKII_CaM_Ca4,Obs_PP2B,Obs_PP2Bc,Obs_PP2Bc_D32p34,Obs_PP2B_CaM,Obs_PP2B_CaM_Ca2,Obs_pARPP21,Obs_ARPP21,Obs_pCaMKII_psd_Substrate,Obs_pCaMKII_CaM_psd_Substrate,Obs_pCaMKII_CaM_Ca2_psd_Substrate,Obs_pCaMKII_CaM_Ca4_psd_Substrate,Obs_CaMKII_CaM_psd_Substrate,Obs_CaMKII_CaM_Ca2_psd_Substrate,Obs_CaMKII_CaM_Ca4_psd_Substrate
0,43,0,0,0,0,0,0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,0,4,542,0,0,0,1205,0,0,0,0,0,0,0,0,180,109,0,120,0,0,0,0,0,1,3011,0,0,0,120,0,0,0,0,0,0,0,0,0,120,0,42,0,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,241,0,0,0,0,0,1205,0,0,0,0,0,0,0
0.02,1,42,0,0,0,0,0,0,120,0,0,0,0,0,119,0,0,0,0,0,1,0,1,366,0,0,0,1064,0,140,0,0,0,0,1,0,180,79,30,84,0,1,35,0,3,0,2978,0,0,0,84,0,0,0,0,0,0,0,0,0,119,1,42,0,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,205,0,0,34,2,0,1205,0,0,0,0,0,0,0
0.04,2,41,0,0,0,0,0,0,120,0,0,0,0,0,117,0,2,0,0,0,1,0,0,351,1,0,0,1055,0,147,0,0,0,0,3,0,180,72,37,90,1,0,29,0,8,0,2964,0,0,0,91,0,0,0,0,0,0,0,0,0,118,2,42,0,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,198,0,0,41,2,0,1205,0,0,0,0,0,0,0
0.06,0,43,0,0,0,0,0,0,120,0,0,0,0,0,116,0,4,0,0,0,0,0,1,355,0,0,0,1058,0,142,0,0,1,0,4,1,180,78,31,92,0,0,28,0,13,1,2963,0,0,0,92,0,0,0,0,0,0,0,0,0,118,2,42,0,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,197,0,0,41,3,0,1205,0,0,0,0,0,0,0
0.08,0,43,0,0,0,0,0,0,117,3,0,0,0,0,119,0,1,0,0,0,0,0,0,336,0,0,0,1029,0,166,1,0,1,0,8,0,180,75,34,91,0,0,29,0,16,1,2957,0,0,0,91,0,0,0,0,0,0,0,0,0,117,3,41,1,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,203,0,0,35,3,0,1205,0,0,0,0,0,0,0
0.1,0,43,0,0,0,0,0,0,116,4,0,0,0,0,120,0,0,0,0,0,0,0,0,337,0,0,0,1040,0,155,1,0,0,0,9,0,180,77,32,95,0,0,25,0,22,1,2953,0,0,0,95,0,0,0,0,0,0,0,0,0,118,2,40,2,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,192,0,0,46,3,0,1205,0,0,0,0,0,0,0
0.12,0,43,0,0,0,0,0,0,116,4,0,0,0,0,115,0,5,0,0,0,0,0,0,331,1,0,0,1035,0,160,0,0,0,0,10,0,180,78,31,91,1,0,28,0,23,0,2948,0,0,0,92,0,0,0,0,0,0,0,0,0,118,2,39,3,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,191,0,0,47,3,0,1205,0,0,0,0,0,0,0
0.14,0,42,0,0,0,0,0,1,116,4,0,0,0,0,117,0,3,0,0,0,0,0,0,348,0,0,0,1038,0,152,0,0,4,0,11,0,180,75,34,84,0,0,36,0,30,1,2940,0,0,1,83,0,0,0,0,0,0,0,0,0,119,1,39,3,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,203,0,0,34,4,0,1205,0,0,0,0,0,0,0
0.16,1,41,0,0,0,0,0,1,118,2,0,0,0,0,116,0,4,0,0,0,0,0,0,347,0,0,0,1045,0,145,0,0,4,0,11,0,180,74,35,94,0,0,26,0,31,1,2939,0,0,1,93,0,0,0,0,0,0,0,0,0,119,1,38,4,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,195,0,0,42,4,0,1205,0,0,0,0,0,0,0
0.18,0,42,0,0,0,0,0,1,116,4,0,0,0,0,112,0,8,0,0,0,0,0,0,357,0,0,0,1046,0,141,0,0,3,0,15,0,180,77,32,90,0,0,30,0,31,1,2936,0,0,1,89,0,0,0,0,0,0,0,0,0,119,1,39,3,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,200,0,0,37,4,0,1205,0,0,0,0,0,0,0
