Time,Obs_Ca,Obs_CaM,Obs_CaM_Ca4,Obs_CaMKII,Obs_CaMKII_CaM_Ca2,Obs_CaMKII_CaM_Ca2_psd,Obs_CaMKII_psd,Obs_cAMP,Obs_Substrate,Obs_D1R,Obs_DA,Obs_D32,Obs_pSubstrate,Obs_PP2B,Obs_PP2Bc,Obs_pARPP21
0,1,38,0,202,3,0,17,0,35,18,0,444,1,1,3,8
0.2,1,42,0,203,1,1,19,0,35,19,1,443,1,1,1,7
0.4,1,35,0,199,1,0,19,0,35,16,1,447,1,0,0,8
0.6000000000000001,1,34,0,201,2,0,15,0,35,17,0,452,0,0,6,6
0.8,1,35,0,202,3,0,16,0,35,20,0,451,1,0,2,5
1,1,34,0,198,5,0,17,0,35,17,1,456,1,0,4,8
1.2000000000000002,1,35,0,205,3,0,12,0,35,17,0,452,1,0,5,7
1.4000000000000001,1,37,0,204,6,0,14,0,35,16,0,438,0,1,4,10
1.6,1,32,0,199,4,0,15,0,36,19,0,443,0,0,3,8
1.8,0,38,0,207,2,0,13,0,36,18,1,439,0,0,4,11
2,0,32,0,199,3,0,14,1,36,18,0,442,0,0,3,10
2.2,0,38,0,205,0,0,14,0,36,17,0,440,0,0,2,12
2.4000000000000004,0,39,0,200,4,1,19,0,36,18,0,448,0,1,2,12
2.6,0,38,0,200,2,0,21,0,36,17,0,438,0,0,0,11
2.8000000000000003,0,34,0,199,3,0,18,0,36,20,0,437,0,0,3,9
3,0,37,0,202,1,0,17,0,36,20,1,444,0,0,5,9
3.2,1,41,0,207,5,0,16,0,36,17,0,444,0,0,1,12
3.4000000000000004,0,35,0,201,6,0,16,0,36,18,0,444,0,0,4,11
3.6,1,35,0,197,5,1,19,0,36,18,0,448,0,0,8,12
3.8000000000000003,1,36,0,197,6,0,21,2,36,16,0,448,0,0,3,9
4,1,39,0,201,2,1,20,3,36,15,0,450,0,0,2,11
4.2,22,9,1,184,15,1,17,0,36,16,0,453,0,0,30,4
4.4,35,3,0,177,9,0,17,0,36,17,0,458,0,0,38,3
4.6000000000000005,43,1,1,177,9,0,18,2,35,16,0,460,1,0,39,2
4.800000000000001,49,0,0,172,8,1,20,3,35,19,1,459,1,0,41,2
5,54,1,0,174,12,0,16,9,33,17,1,468,0,0,36,5
5.2,10,12,0,183,10,2,21,3,36,21,0,470,0,0,22,6
5.4,2,20,0,188,11,1,21,8,34,16,0,476,2,0,2,10
5.6000000000000005,1,30,0,186,12,0,25,5,34,17,0,480,2,0,1,16
5.800000000000001,0,33,0,189,5,0,23,3,35,19,0,477,1,0,3,21
6,0,31,0,189,4,1,23,2,34,20,1,470,1,0,3,22
6.2,0,31,0,187,2,0,25,4,34,18,0,459,2,0,6,16
6.4,0,35,0,192,3,0,21,3,32,19,0,459,3,0,0,18
6.6000000000000005,0,36,0,191,2,1,23,2,32,20,0,455,4,0,0,19
6.800000000000001,0,38,0,195,2,0,22,0,28,19,0,458,7,0,2,22
7,1,30,0,192,1,0,17,0,29,20,0,453,6,0,2,21
7.2,1,33,0,191,3,0,19,0,29,17,15,461,6,0,7,22
7.4,1,36,0,197,3,0,19,16,31,16,10,455,5,0,0,25
7.6000000000000005,1,36,0,195,2,0,19,46,32,20,6,459,4,1,2,28
7.800000000000001,1,39,0,200,1,0,18,41,31,18,4,448,3,0,2,31
8,1,38,0,199,2,0,17,49,32,22,3,446,2,1,2,36
8.200000000000001,1,37,0,200,0,0,20,49,34,17,1,449,2,0,0,46
8.4,1,30,0,194,1,1,17,35,33,15,1,453,2,1,4,44
8.6,1,37,0,198,3,0,19,38,34,19,0,452,2,0,4,46
8.8,1,33,0,196,4,0,19,25,33,19,1,440,3,0,3,48
9,1,34,0,196,3,0,19,21,33,18,0,433,3,0,3,51
9.200000000000001,1,33,0,197,2,0,17,13,33,17,0,432,3,0,1,55
9.4,1,36,0,194,2,0,21,7,34,17,0,429,2,0,2,62
9.600000000000001,1,35,0,196,2,0,19,0,34,18,1,434,2,0,4,61
9.8,1,38,0,201,0,0,20,0,33,18,0,429,3,0,4,66
10,1,36,0,195,1,0,22,3,33,18,1,426,3,1,4,63
10.200000000000001,1,35,0,197,1,0,20,2,33,14,0,423,3,0,2,67
10.4,0,37,0,195,7,0,23,0,33,17,0,432,3,0,6,63
10.600000000000001,1,38,0,199,5,0,21,7,32,18,0,428,3,0,2,63
10.8,1,36,0,205,2,1,17,2,32,14,1,424,4,0,4,69
11,1,40,0,202,4,0,19,3,33,20,0,425,3,0,1,68
11.200000000000001,0,38,0,199,2,0,20,1,33,17,0,429,3,1,3,70
11.4,1,40,0,194,2,0,26,0,33,21,0,425,3,0,4,68
11.600000000000001,1,37,0,195,0,0,24,2,33,17,0,420,3,0,0,68
11.8,1,39,0,191,4,0,28,7,33,19,1,431,3,0,0,63
12,1,37,0,193,0,1,26,4,33,18,1,420,3,0,2,61
12.200000000000001,1,40,0,198,2,0,23,4,33,17,0,420,3,0,0,63
12.4,1,32,0,194,2,0,19,7,32,18,0,415,3,0,3,61
12.600000000000001,1,41,0,204,0,0,18,5,32,19,0,424,3,0,2,59
12.8,0,38,0,206,0,0,14,4,32,20,0,428,4,0,1,62
13,0,29,0,194,1,0,16,5,32,14,0,432,4,1,3,60
13.200000000000001,1,38,0,202,3,1,15,3,32,18,1,427,4,1,0,56
13.4,0,34,0,197,4,0,18,0,32,18,1,430,4,0,5,56
13.600000000000001,0,36,0,203,5,0,15,0,32,16,1,426,4,0,6,57
13.8,0,36,0,201,6,0,14,0,30,19,0,435,5,1,3,55
14,0,37,0,206,3,0,15,0,31,17,0,432,5,0,3,47
14.200000000000001,0,36,0,200,3,0,19,1,31,19,1,433,4,0,3,47
14.4,0,30,0,192,2,0,20,0,32,17,0,428,4,0,5,51
14.600000000000001,1,40,0,201,3,0,19,0,32,15,1,423,4,1,0,49
14.8,1,41,0,203,2,0,20,1,32,14,0,434,3,0,2,47
15,1,40,0,206,3,0,16,4,32,19,1,432,3,0,3,45
15.200000000000001,0,34,0,203,3,0,12,1,33,20,1,435,3,1,0,39
15.4,1,45,0,216,1,0,12,2,33,21,0,440,3,0,3,39
15.600000000000001,1,36,0,204,2,0,14,1,33,18,0,437,2,0,0,42
15.8,1,35,0,203,2,0,15,0,34,18,0,434,2,0,2,44
16,1,40,0,209,4,0,14,0,34,16,0,462,2,0,1,41
16.2,1,41,0,209,4,0,14,0,34,15,0,462,2,0,4,40
16.400000000000002,1,35,0,204,4,1,13,0,34,16,1,473,2,0,5,38
16.6,1,35,0,206,1,1,11,0,33,17,0,470,2,0,2,40
16.8,0,37,0,206,3,0,12,0,34,20,0,466,2,1,3,39
17,1,39,0,208,5,0,12,0,34,20,0,465,2,0,5,41
17.2,1,35,0,201,3,0,16,0,34,19,0,464,2,0,1,38
17.400000000000002,1,40,0,206,4,0,19,1,34,21,0,463,2,0,6,30
