Time,Obs_AC5,Obs_AC5_ATP,Obs_AC5_Ca,Obs_AC5_Ca_ATP,Obs_AC5_Ca_GaolfGTP,Obs_AC5_Ca_GaolfGTP_ATP,Obs_AC5_GaolfGTP,Obs_AC5_GaolfGTP_ATP,Obs_B56PP2A,Obs_B56PP2A_D32p75,Obs_B56PP2A_pARPP21,Obs_B56PP2Ap,Obs_B56PP2Ap_D32p75,Obs_B56PP2Ap_pARPP21,Obs_B72PP2A,Obs_B72PP2A_D32p34,Obs_B72PP2A_D32p75,Obs_B72PP2A_pARPP21,Obs_B72PP2A_Ca_D32p34,Obs_B72PP2A_Ca_D32p75,Obs_B72PP2A_Ca,Obs_B72PP2A_Ca_pARPP21,Obs_Ca,Obs_CaM,Obs_CaM_Ca2,Obs_CaM_Ca4,Obs_CaM_Ca4_pARPP21,Obs_CaMKII,Obs_CaMKII_CaM_Ca4,Obs_CaMKII_CaM,Obs_CaMKII_CaM_Ca2,Obs_CaMKII_CaM_Ca2_psd,Obs_CaMKII_CaM_psd,Obs_CaMKII_CaM_Ca4_psd,Obs_CaMKII_psd,Obs_cAMP,Obs_Substrate,Obs_CDK5,Obs_CDK5_D32,Obs_D1R,Obs_D1R_DA,Obs_D1R_Golf_DA,Obs_D1R_Golf,Obs_D32p34,Obs_D32p75,Obs_DA,Obs_D32,Obs_GaolfGDP,Obs_GaolfGTP,Obs_Gbgolf,Obs_Golf,Obs_pCaMKII,Obs_pCaMKII_CaM_Ca4,Obs_pCaMKII_CaM,Obs_pCaMKII_CaM_Ca2,Obs_pCaMKII_CaM_Ca2_psd,Obs_pCaMKII_CaM_psd,Obs_pCaMKII_CaM_Ca4_psd,Obs_pCaMKII_psd,Obs_pSubstrate,Obs_PDE4,Obs_PDE4_cAMP,Obs_PDE10r,Obs_PDE10r_cAMP,Obs_PDE10c,Obs_PDE10c_cAMP,Obs_PKA,Obs_PKAc,Obs_PKAc_B56PP2A,Obs_PKAc_D32,Obs_PKAc_ARPP21,Obs_PKA_Ca2MP,Obs_PKA_Ca4MP,Obs_PKAc_D32p75,Obs_PKAreg,Obs_PP1,Obs_PP1_pCaMKII_psd,Obs_PP1_pSubstrate,Obs_PP1_D32p34,Obs_CaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd,Obs_pCaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd,Obs_CaMKII_CaM_Ca4_CaMKII_CaM_Ca4,Obs_pCaMKII_CaM_Ca4_CaMKII_CaM_Ca4,Obs_PP2B,Obs_PP2Bc,Obs_PP2Bc_D32p34,Obs_PP2B_CaM,Obs_PP2B_CaM_Ca2,Obs_pARPP21,Obs_ARPP21,Obs_pCaMKII_psd_Substrate,Obs_pCaMKII_CaM_psd_Substrate,Obs_pCaMKII_CaM_Ca2_psd_Substrate,Obs_pCaMKII_CaM_Ca4_psd_Substrate,Obs_CaMKII_CaM_psd_Substrate,Obs_CaMKII_CaM_Ca2_psd_Substrate,Obs_CaMKII_CaM_Ca4_psd_Substrate
0.62,0,39,0,1,0,0,0,3,108,12,0,0,0,0,91,0,21,0,0,2,6,0,4,274,1,0,0,1040,0,122,8,0,1,0,34,1,180,78,31,96,0,0,24,0,153,1,2792,0,0,3,93,0,0,0,0,0,0,0,0,0,74,46,16,26,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,105,5,0,25,106,0,1205,0,0,0,0,0,0,0
0.64,0,40,0,1,0,0,0,2,103,17,0,0,0,0,97,0,14,0,0,4,5,0,4,283,1,0,0,1048,1,113,6,0,4,0,33,4,180,79,30,82,0,0,38,0,152,1,2794,0,0,2,80,0,0,0,0,0,0,0,0,0,76,44,16,26,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,107,5,0,17,112,0,1205,0,0,0,0,0,0,0
0.66,0,41,0,0,0,0,0,2,96,24,0,0,0,0,89,0,18,0,0,6,7,0,4,261,2,0,0,1034,0,133,2,1,4,0,31,4,180,82,27,90,0,0,30,0,143,1,2793,0,0,2,88,0,0,0,0,0,0,0,0,0,77,43,16,26,0,0,71,0,0,0,0,1,0,0,0,181,0,0,0,0,0,0,0,102,3,0,15,121,0,1205,0,0,0,0,0,0,0
0.68,0,41,0,0,0,0,0,2,100,20,0,0,0,0,93,0,16,0,0,2,9,0,4,272,0,0,0,1047,0,115,6,0,5,0,32,4,180,77,32,92,0,0,28,0,156,1,2785,0,0,2,90,0,0,0,0,0,0,0,0,0,79,41,14,28,0,0,71,0,0,0,0,1,0,0,0,181,0,0,0,0,0,0,0,97,9,0,16,119,0,1205,0,0,0,0,0,0,0
0.7000000000000001,0,41,0,0,0,0,0,2,102,18,0,0,0,0,92,0,19,0,0,3,6,0,4,273,2,0,0,1054,1,109,4,0,3,0,34,4,180,71,38,93,0,1,26,0,158,1,2775,0,0,2,91,0,0,0,0,0,0,0,0,0,79,41,16,26,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,91,8,0,20,122,0,1205,0,0,0,0,0,0,0
0.72,0,41,0,0,0,0,0,2,100,20,0,0,0,0,90,0,20,0,0,0,10,0,4,267,2,0,0,1052,0,108,7,0,5,0,33,4,180,73,36,103,0,0,17,0,165,1,2770,0,0,2,101,0,0,0,0,0,0,0,0,0,78,42,13,29,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,88,10,0,21,122,0,1205,0,0,0,0,0,0,0
0.74,0,41,0,0,0,0,0,2,103,17,0,0,0,0,88,0,22,0,0,6,4,0,4,270,2,0,0,1050,0,114,4,0,3,0,34,5,180,78,31,91,0,0,29,0,165,1,2770,0,0,2,89,0,0,0,0,0,0,0,0,0,78,42,12,30,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,92,0,0,11,138,0,1205,0,0,0,0,0,0,0
0.76,0,41,0,0,0,0,0,2,102,18,0,0,0,0,87,0,25,0,0,5,3,0,4,253,1,0,0,1031,0,133,2,1,3,0,35,8,180,77,32,87,0,0,33,0,166,1,2765,0,0,2,85,0,0,0,0,0,0,0,0,0,79,41,15,27,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,92,6,0,7,136,0,1205,0,0,0,0,0,0,0
0.78,0,41,0,0,0,0,0,2,100,20,0,0,0,0,85,0,28,0,0,0,7,0,4,264,1,0,0,1051,0,111,3,0,5,0,35,3,180,86,23,86,1,0,33,0,176,1,2764,0,0,2,85,0,0,0,0,0,0,0,0,0,76,44,14,28,0,0,70,0,0,0,0,2,0,0,0,181,0,0,0,0,0,0,0,83,11,0,15,132,0,1205,0,0,0,0,0,0,0
0.8,0,41,0,0,0,0,0,2,100,20,0,0,0,0,92,0,22,0,0,1,5,0,4,258,0,0,0,1045,0,117,4,0,2,0,37,4,180,77,32,96,0,0,24,0,187,1,2749,0,0,2,94,0,0,0,0,0,0,0,0,0,74,46,13,29,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,80,13,0,14,134,0,1205,0,0,0,0,0,0,0
