Time,Obs_AC5,Obs_AC5_ATP,Obs_AC5_Ca,Obs_AC5_Ca_ATP,Obs_AC5_Ca_GaolfGTP,Obs_AC5_Ca_GaolfGTP_ATP,Obs_AC5_GaolfGTP,Obs_AC5_GaolfGTP_ATP,Obs_B56PP2A,Obs_B56PP2A_D32p75,Obs_B56PP2A_pARPP21,Obs_B56PP2Ap,Obs_B56PP2Ap_D32p75,Obs_B56PP2Ap_pARPP21,Obs_B72PP2A,Obs_B72PP2A_D32p34,Obs_B72PP2A_D32p75,Obs_B72PP2A_pARPP21,Obs_B72PP2A_Ca_D32p34,Obs_B72PP2A_Ca_D32p75,Obs_B72PP2A_Ca,Obs_B72PP2A_Ca_pARPP21,Obs_Ca,Obs_CaM,Obs_CaM_Ca2,Obs_CaM_Ca4,Obs_CaM_Ca4_pARPP21,Obs_CaMKII,Obs_CaMKII_CaM_Ca4,Obs_CaMKII_CaM,Obs_CaMKII_CaM_Ca2,Obs_CaMKII_CaM_Ca2_psd,Obs_CaMKII_CaM_psd,Obs_CaMKII_CaM_Ca4_psd,Obs_CaMKII_psd,Obs_cAMP,Obs_Substrate,Obs_CDK5,Obs_CDK5_D32,Obs_D1R,Obs_D1R_DA,Obs_D1R_Golf_DA,Obs_D1R_Golf,Obs_D32p34,Obs_D32p75,Obs_DA,Obs_D32,Obs_GaolfGDP,Obs_GaolfGTP,Obs_Gbgolf,Obs_Golf,Obs_pCaMKII,Obs_pCaMKII_CaM_Ca4,Obs_pCaMKII_CaM,Obs_pCaMKII_CaM_Ca2,Obs_pCaMKII_CaM_Ca2_psd,Obs_pCaMKII_CaM_psd,Obs_pCaMKII_CaM_Ca4_psd,Obs_pCaMKII_psd,Obs_pSubstrate,Obs_PDE4,Obs_PDE4_cAMP,Obs_PDE10r,Obs_PDE10r_cAMP,Obs_PDE10c,Obs_PDE10c_cAMP,Obs_PKA,Obs_PKAc,Obs_PKAc_B56PP2A,Obs_PKAc_D32,Obs_PKAc_ARPP21,Obs_PKA_Ca2MP,Obs_PKA_Ca4MP,Obs_PKAc_D32p75,Obs_PKAreg,Obs_PP1,Obs_PP1_pCaMKII_psd,Obs_PP1_pSubstrate,Obs_PP1_D32p34,Obs_CaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd,Obs_pCaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd,Obs_CaMKII_CaM_Ca4_CaMKII_CaM_Ca4,Obs_pCaMKII_CaM_Ca4_CaMKII_CaM_Ca4,Obs_PP2B,Obs_PP2Bc,Obs_PP2Bc_D32p34,Obs_PP2B_CaM,Obs_PP2B_CaM_Ca2,Obs_pARPP21,Obs_ARPP21,Obs_pCaMKII_psd_Substrate,Obs_pCaMKII_CaM_psd_Substrate,Obs_pCaMKII_CaM_Ca2_psd_Substrate,Obs_pCaMKII_CaM_Ca4_psd_Substrate,Obs_CaMKII_CaM_psd_Substrate,Obs_CaMKII_CaM_Ca2_psd_Substrate,Obs_CaMKII_CaM_Ca4_psd_Substrate
0.2,0,39,0,0,0,0,0,4,114,6,0,0,0,0,102,0,12,0,0,1,5,0,4,332,0,0,0,1051,0,137,2,0,2,0,13,2,180,79,30,87,0,0,33,0,58,1,2904,0,0,4,83,0,0,0,0,0,0,0,0,0,104,16,34,8,0,0,71,0,0,0,0,1,0,0,0,181,0,0,0,0,0,0,0,172,2,0,36,31,0,1205,0,0,0,0,0,0,0
0.22,1,38,0,0,0,0,0,4,113,7,0,0,0,0,104,0,10,0,0,0,6,0,4,320,0,0,0,1040,0,144,3,0,0,0,18,4,180,74,35,83,0,0,37,0,64,1,2895,0,0,4,79,0,0,0,0,0,0,0,0,0,106,14,29,13,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,166,3,0,37,35,0,1205,0,0,0,0,0,0,0
0.24,0,39,0,0,0,0,0,4,114,6,0,0,0,0,108,0,6,0,0,1,5,0,4,310,0,0,0,1040,0,145,2,0,2,0,16,1,180,80,29,84,0,0,36,0,75,1,2894,0,0,4,80,0,0,0,0,0,0,0,0,0,103,17,27,15,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,158,4,0,39,40,0,1205,0,0,0,0,0,0,0
0.26,0,39,0,0,0,0,0,4,109,11,0,0,0,0,108,0,7,0,0,0,5,0,4,337,1,0,0,1063,1,120,1,0,6,0,14,0,180,83,26,89,0,0,31,0,75,1,2892,0,0,4,85,0,0,0,0,0,0,0,0,0,98,22,26,16,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,165,1,0,29,46,0,1205,0,0,0,0,0,0,0
0.28,1,38,0,0,0,0,1,3,108,12,0,0,0,0,108,0,5,0,0,1,6,0,4,322,0,0,0,1042,0,139,1,0,1,0,22,4,180,79,30,87,0,1,32,0,85,1,2878,0,0,4,83,0,0,0,0,0,0,0,0,0,96,24,25,17,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,162,3,0,25,51,0,1205,0,0,0,0,0,0,0
0.3,1,38,0,0,0,0,0,4,102,18,0,0,0,0,103,0,9,0,0,3,5,0,4,311,0,0,0,1044,0,134,4,0,3,0,20,2,180,77,32,92,0,1,27,0,78,1,2871,0,0,4,88,0,0,0,0,0,0,0,0,0,93,27,25,17,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,151,1,0,32,57,0,1205,0,0,0,0,0,0,0
0.32,0,39,0,0,0,0,0,4,111,9,0,0,0,0,97,0,14,0,0,0,9,0,4,311,2,0,0,1047,0,133,2,0,2,0,21,3,180,68,41,92,0,0,28,0,85,1,2862,0,0,4,88,0,0,0,0,0,0,0,0,0,92,28,23,19,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,149,2,0,30,60,0,1205,0,0,0,0,0,0,0
0.34,0,39,0,0,0,0,0,4,105,15,0,0,0,0,106,0,6,0,0,1,7,0,4,313,1,0,0,1036,0,140,4,0,2,0,23,7,180,82,27,91,0,0,29,0,93,1,2869,0,0,4,87,0,0,0,0,0,0,0,0,0,92,28,23,19,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,159,3,0,18,61,0,1205,0,0,0,0,0,0,0
0.36,0,39,0,0,0,0,0,4,111,9,0,0,0,0,105,0,9,0,0,1,5,0,4,311,0,0,0,1040,0,136,4,0,6,0,19,6,180,76,33,88,0,0,32,0,98,1,2861,0,0,4,84,0,0,0,0,0,0,0,0,0,89,31,23,19,0,0,71,0,0,0,0,1,0,0,0,181,0,0,0,0,0,0,0,156,7,0,19,59,0,1205,0,0,0,0,0,0,0
0.38,0,39,0,0,0,0,0,4,105,15,0,0,0,0,101,0,10,0,0,1,8,0,4,304,0,0,0,1046,1,132,0,0,5,0,21,3,180,69,40,85,1,0,34,0,98,1,2847,0,0,4,82,0,0,0,0,0,0,0,0,0,86,34,21,21,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,141,10,0,29,61,0,1205,0,0,0,0,0,0,0
0.4,0,39,0,0,0,0,0,4,104,16,0,0,0,0,103,0,8,0,0,0,9,0,4,305,1,0,0,1041,0,133,4,0,3,0,24,4,180,72,37,95,0,0,25,0,108,1,2842,0,0,4,91,0,0,0,0,0,0,0,0,0,81,39,19,23,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,145,10,0,24,62,0,1205,0,0,0,0,0,0,0
0.42,1,38,0,0,0,0,0,4,107,13,0,0,0,0,101,0,10,0,0,1,8,0,4,304,1,0,0,1039,0,135,4,0,2,0,25,7,180,82,27,91,0,0,29,0,115,1,2845,0,0,4,87,0,0,0,0,0,0,0,0,0,80,40,21,21,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,145,6,0,18,72,0,1205,0,0,0,0,0,0,0
0.44,0,39,0,0,0,0,0,4,101,19,0,0,0,0,89,0,21,0,0,3,7,0,4,294,1,0,0,1033,0,139,4,0,3,0,26,4,180,80,29,91,0,0,29,0,104,1,2835,0,0,4,87,0,0,0,0,0,0,0,0,0,79,41,22,20,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,140,13,0,21,67,0,1205,0,0,0,0,0,0,0
0.46,0,40,0,0,0,0,0,3,98,22,0,0,0,0,95,0,13,0,0,1,11,0,4,302,1,0,0,1044,0,128,2,0,2,0,29,5,180,80,29,82,1,0,37,0,115,1,2831,0,0,3,80,0,0,0,0,0,0,0,0,0,76,44,23,19,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,134,5,0,23,79,0,1205,0,0,0,0,0,0,0
0.48,1,39,0,0,0,0,0,3,103,17,0,0,0,0,99,0,10,0,0,4,7,0,4,288,1,0,0,1034,0,137,4,1,3,0,26,3,180,83,26,94,0,0,26,0,125,1,2829,0,0,3,91,0,0,0,0,0,0,0,0,0,73,47,24,18,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,133,7,0,22,79,0,1205,0,0,0,0,0,0,0
0.5,0,40,0,0,0,0,0,3,102,18,0,0,0,0,89,0,18,0,0,3,10,0,4,298,0,0,0,1043,1,130,1,0,3,0,27,5,180,72,37,83,0,0,37,0,122,1,2813,0,0,3,80,0,0,0,0,0,0,0,0,0,77,43,26,16,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,132,4,0,19,86,0,1205,0,0,0,0,0,0,0
0.52,0,41,0,0,0,0,0,2,106,14,0,0,0,0,90,0,17,0,0,2,11,0,4,292,0,0,0,1040,0,131,3,0,5,0,26,4,180,77,32,83,0,0,37,0,131,1,2815,0,0,2,81,0,0,0,0,0,0,0,0,0,75,45,24,18,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,130,6,0,17,88,0,1205,0,0,0,0,0,0,0
0.54,0,41,0,0,0,0,0,2,105,15,0,0,0,0,98,0,12,0,0,2,8,0,4,291,4,0,0,1047,0,126,1,0,4,0,27,1,180,79,30,86,1,0,33,0,145,1,2807,0,0,2,85,0,0,0,0,0,0,0,0,0,76,44,21,21,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,125,7,0,19,90,0,1205,0,0,0,0,0,0,0
0.56,0,40,0,1,0,0,0,2,107,13,0,0,0,0,94,0,15,0,0,2,9,0,4,288,2,0,0,1048,0,121,4,0,6,0,26,1,180,80,29,90,0,0,30,0,152,1,2800,0,0,2,88,0,0,0,0,0,0,0,0,0,76,44,22,20,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,120,9,0,20,92,0,1205,0,0,0,0,0,0,0
0.58,0,41,0,1,0,0,0,1,106,14,0,0,0,0,93,0,16,0,0,4,7,0,4,283,0,0,0,1042,0,125,4,0,3,0,31,6,180,81,28,82,0,0,38,0,149,1,2800,0,0,1,81,0,0,0,0,0,0,0,0,0,80,40,24,18,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,114,4,0,22,101,0,1205,0,0,0,0,0,0,0
0.6,0,41,0,1,0,0,0,1,100,20,0,0,0,0,91,0,20,0,0,0,9,0,4,277,1,0,0,1041,1,126,3,1,6,0,27,4,180,80,29,90,1,1,28,0,153,1,2789,0,0,1,90,0,0,0,0,0,0,0,0,0,83,37,24,18,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,114,3,0,22,102,0,1205,0,0,0,0,0,0,0
0.62,0,41,0,1,0,0,0,1,93,27,0,0,0,0,93,0,19,0,0,1,7,0,4,285,3,0,0,1051,0,117,2,1,3,0,31,3,180,72,37,79,0,0,41,0,150,1,2777,0,0,1,78,0,0,0,0,0,0,0,0,0,88,32,22,20,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,110,5,0,19,107,0,1205,0,0,0,0,0,0,0
0.64,0,42,0,1,0,0,0,0,97,23,0,0,0,0,91,0,21,0,0,3,5,0,4,275,1,0,0,1035,0,129,6,0,4,0,31,2,180,70,39,92,1,0,27,0,159,1,2766,0,0,0,93,0,0,0,0,0,0,0,0,0,90,30,19,23,0,0,71,0,0,0,0,1,0,0,0,181,0,0,0,0,0,0,0,114,6,0,11,110,0,1205,0,0,0,0,0,0,0
0.66,0,42,0,1,0,0,0,0,104,16,0,0,0,0,91,0,19,0,0,2,8,0,4,257,3,0,0,1033,0,134,3,0,1,0,34,2,180,77,32,91,0,0,29,0,175,1,2767,0,0,0,91,0,0,0,0,0,0,0,0,0,91,29,19,23,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,97,7,0,23,114,0,1205,0,0,0,0,0,0,0
0.68,1,41,0,1,0,0,0,0,94,26,0,0,0,0,103,0,12,0,0,3,2,0,4,282,0,0,0,1048,0,116,6,0,3,0,32,2,180,75,34,91,0,0,29,0,174,1,2762,0,0,0,91,0,0,0,0,0,0,0,0,0,94,26,17,25,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,106,7,0,12,116,0,1205,0,0,0,0,0,0,0
0.7000000000000001,0,42,0,1,0,0,0,0,97,23,0,0,0,0,93,0,21,0,0,1,5,0,4,278,3,0,0,1047,0,116,8,0,2,0,32,4,180,87,22,89,0,0,31,0,179,1,2765,0,0,0,89,0,0,0,0,0,0,0,0,0,97,23,22,20,0,0,71,0,0,0,0,1,0,0,0,181,0,0,0,0,0,0,0,106,5,0,10,120,0,1205,0,0,0,0,0,0,0
0.72,0,42,0,1,0,0,0,0,92,28,0,0,0,0,91,0,23,0,0,4,2,0,4,257,1,0,0,1036,0,127,5,0,5,0,32,0,180,75,34,89,0,0,31,0,179,1,2743,0,0,0,89,0,0,0,0,0,0,0,0,0,92,28,22,20,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,94,7,0,16,124,0,1205,0,0,0,0,0,0,0
0.74,0,43,0,0,0,0,0,0,91,29,0,0,0,0,92,0,21,0,0,3,4,0,4,271,0,0,0,1057,0,110,2,0,6,0,29,1,179,79,30,82,0,0,38,0,187,1,2741,0,0,0,82,0,0,0,0,0,0,0,0,0,94,26,23,19,0,0,71,0,0,0,0,1,0,0,0,181,0,0,0,0,0,0,0,89,11,0,14,127,0,1205,0,0,0,0,1,0,0
0.76,0,43,0,0,0,0,0,0,90,30,0,0,0,0,90,0,22,0,0,2,6,0,4,264,0,0,0,1043,0,122,3,0,2,0,35,2,179,76,33,89,0,0,31,0,190,1,2734,0,0,0,89,0,0,0,0,0,0,0,0,1,93,27,26,16,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,90,7,0,12,132,0,1205,0,0,0,0,0,0,0
0.78,0,43,0,0,0,0,0,0,99,21,0,0,0,0,90,0,22,0,0,4,4,0,4,270,0,0,0,1052,0,113,3,0,3,0,34,2,179,77,32,93,0,0,27,0,203,1,2729,0,0,0,93,0,0,0,0,0,0,0,0,1,94,26,26,16,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,88,12,0,13,128,0,1205,0,0,0,0,0,0,0
0.8,0,43,0,0,0,0,0,0,90,30,0,0,0,0,83,0,28,0,0,1,8,0,4,265,0,0,0,1051,0,116,0,0,3,0,35,1,179,70,39,93,0,0,27,0,198,1,2715,0,0,0,93,0,0,0,0,0,0,0,0,1,93,27,28,14,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,83,8,0,14,136,0,1205,0,0,0,0,0,0,0
0.8200000000000001,0,43,0,0,0,0,0,0,90,30,0,0,0,0,86,0,25,0,0,5,4,0,4,263,0,0,0,1053,0,112,3,1,4,0,31,2,178,77,32,90,0,0,30,0,202,1,2717,0,0,0,90,0,0,0,0,0,0,0,0,1,97,23,30,12,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,83,3,0,14,141,0,1205,0,0,0,0,1,0,0
0.84,1,42,0,0,0,0,0,0,101,19,0,0,0,0,86,0,22,0,0,4,8,0,4,256,0,0,0,1044,1,118,3,0,1,0,37,0,178,78,31,97,0,0,23,0,220,1,2715,0,0,0,97,0,0,0,0,0,0,0,0,1,100,20,28,14,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,79,11,0,15,136,0,1205,0,0,0,0,1,0,0
0.86,1,42,0,0,0,0,0,0,98,22,0,0,0,0,89,0,20,0,0,4,7,0,4,259,2,0,0,1056,0,106,4,0,7,0,31,1,178,75,34,89,0,0,31,0,227,1,2704,0,0,0,89,0,0,0,0,0,0,0,0,1,101,19,29,13,0,0,71,0,0,0,0,1,0,0,0,181,0,0,0,0,0,0,0,78,7,0,16,140,0,1205,0,0,0,0,1,0,0
0.88,0,43,0,0,0,0,0,0,93,27,0,0,0,0,88,0,25,0,0,3,4,0,4,253,2,0,0,1045,0,113,5,0,6,0,34,1,177,68,41,88,0,0,32,0,223,1,2692,0,0,0,88,0,0,0,0,0,0,0,0,1,100,20,29,13,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,80,8,0,10,143,0,1205,0,0,0,0,2,0,0
0.9,0,43,0,0,0,0,0,0,92,28,0,0,0,0,92,0,21,0,0,2,5,0,4,250,0,0,0,1045,0,113,6,0,3,0,38,0,177,78,31,84,0,1,35,0,231,1,2698,0,0,0,84,0,0,0,0,0,0,0,0,3,100,20,28,14,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,71,4,0,13,153,0,1205,0,0,0,0,0,0,0
0.92,0,43,0,0,0,0,0,0,91,29,0,0,0,0,88,0,25,0,0,3,4,0,4,248,0,0,0,1053,0,105,8,0,6,0,33,1,177,76,33,84,0,0,36,0,228,1,2693,0,0,0,84,0,0,0,0,0,0,0,0,2,100,20,30,12,0,0,71,0,0,0,0,1,0,0,0,180,0,1,0,0,0,0,0,66,5,0,14,156,0,1205,0,0,0,0,0,0,0
0.9400000000000001,0,43,0,0,0,0,0,0,96,24,0,0,0,0,87,0,24,0,0,7,2,0,4,248,0,0,0,1052,0,109,6,0,3,0,35,0,177,73,36,84,0,0,36,0,230,1,2690,0,0,0,84,0,0,0,0,0,0,0,0,2,100,20,29,13,0,0,72,0,0,0,0,0,0,0,0,180,0,1,0,0,0,0,0,65,8,0,11,157,0,1205,0,0,0,0,0,0,0
0.96,0,43,0,0,0,0,0,0,96,24,0,0,0,0,88,0,23,0,0,4,5,0,4,243,1,0,0,1048,0,112,4,0,4,0,37,0,178,75,34,88,1,0,31,0,241,1,2685,0,0,0,89,0,0,0,0,0,0,0,0,2,101,19,29,13,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,63,8,0,10,160,0,1205,0,0,0,0,0,0,0
0.98,0,43,0,0,0,0,0,0,93,27,0,0,0,0,81,0,28,0,0,4,7,0,4,238,3,0,0,1043,1,116,2,0,2,0,40,0,177,86,23,92,0,1,27,0,238,1,2691,0,0,0,92,0,0,0,0,0,0,0,0,2,102,18,30,12,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,62,14,0,11,154,0,1205,0,0,0,0,1,0,0
1,0,43,0,0,0,0,0,0,98,22,0,0,0,0,81,0,29,0,0,2,8,0,4,252,2,0,0,1055,1,101,4,0,3,0,40,1,177,77,32,91,0,0,29,0,241,1,2685,0,0,0,91,0,0,0,0,0,0,0,0,2,102,18,31,11,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,63,16,0,8,154,0,1205,0,0,0,0,1,0,0
1.02,0,43,0,0,0,0,0,0,101,19,0,0,0,0,87,0,23,0,0,1,9,0,4,251,2,0,0,1054,1,100,5,0,3,0,42,1,178,73,36,89,1,0,30,0,260,1,2672,0,0,0,90,0,0,0,0,0,0,0,0,2,102,18,31,11,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,61,13,0,8,159,0,1205,0,0,0,0,0,0,0
1.04,0,43,0,0,0,0,0,0,87,33,0,0,0,0,87,0,27,0,0,3,3,0,4,240,0,0,0,1046,0,106,6,0,5,0,42,0,179,77,32,83,0,0,37,0,241,1,2675,0,0,0,83,0,0,0,0,0,0,0,0,1,101,19,32,10,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,56,9,0,9,167,0,1205,0,0,0,0,0,0,0
1.06,0,43,0,0,0,0,0,0,84,36,0,0,0,0,83,0,30,0,0,3,4,0,4,252,0,0,0,1053,0,98,6,0,7,0,41,1,179,76,33,89,2,0,29,0,240,1,2669,0,0,0,91,0,0,0,0,0,0,0,0,1,101,19,34,8,0,0,72,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,62,12,0,2,165,0,1205,0,0,0,0,0,0,0
