!!SBtab	SBtabVersion='1.0'  TableType='QuantityMatrix'  TableName='E6'  TableTitle=''  Document='D1 LTP time window'									%														
!TimePoint	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2	>Y3	SD_Y3	%	!Input_Time	>S24	!Input_Time	>S47	!Sim_Time									
E6T0	0	84.4789126507574	1	2672.08932950757	1	3200.52601861446	1	36817.5164613681	1	%	0	60	0	20	20									
E6T1	0.01	84.478912650605	1	2672.08932950783	1	3200.52601876848	1	36817.5164613708	1	%	0.01	60	0.01	20										
E6T2	0.02	84.4789126499902	1	2672.08932950897	1	3200.5260192672	1	36817.5164613736	1	%	0.02	60	0.02	20										
E6T3	0.03	84.4789126484949	1	2672.08932951171	1	3200.52602019651	1	36817.5164613766	1	%	0.03	60	0.03	20										
E6T4	0.04	84.4789126456319	1	2672.08932951692	1	3200.5260215718	1	36817.5164613798	1	%	0.04	60	0.04	20										
E6T5	0.05	84.4789126408727	1	2672.08932952547	1	3200.526023374	1	36817.5164613834	1	%	0.05	60	0.05	20										
E6T6	0.06	84.4789126336658	1	2672.08932953829	1	3200.52602556961	1	36817.5164613873	1	%	0.06	60	0.06	20										
E6T7	0.07	84.4789126241385	1	2672.08932955512	1	3200.52602806151	1	36817.5164613913	1	%	0.07	60	0.07	20										
E6T8	0.08	84.4789126115842	1	2672.08932957711	1	3200.5260308539	1	36817.5164613957	1	%	0.08	60	0.08	20										
E6T9	0.09	84.4789125953093	1	2672.08932960539	1	3200.52603393621	1	36817.5164614004	1	%	0.09	60	0.09	20										
E6T10	0.1	84.4789125747073	1	2672.08932964091	1	3200.52603728123	1	36817.5164614053	1	%	0.1	60	0.1	20										
E6T11	0.11	84.4789125492208	1	2672.08932968451	1	3200.52604085655	1	36817.5164614105	1	%	0.11	60	0.11	20										
E6T12	0.12	84.4789125183195	1	2672.089329737	1	3200.52604463066	1	36817.5164614159	1	%	0.12	60	0.12	20										
E6T13	0.13	84.4789124814945	1	2672.08932979911	1	3200.52604857487	1	36817.5164614215	1	%	0.13	60	0.13	20										
E6T14	0.14	84.4789124382589	1	2672.08932987158	1	3200.52605266351	1	36817.5164614274	1	%	0.14	60	0.14	20										
E6T15	0.15	84.4789123881497	1	2672.08932995506	1	3200.52605687376	1	36817.5164614334	1	%	0.15	60	0.15	20										
E6T16	0.16	84.4789123307288	1	2672.0893300502	1	3200.52606118532	1	36817.5164614396	1	%	0.16	60	0.16	20										
E6T17	0.17	84.4789122655828	1	2672.0893301576	1	3200.52606558024	1	36817.516461446	1	%	0.17	60	0.17	20										
E6T18	0.18	84.4789121923235	1	2672.08933027782	1	3200.52607004262	1	36817.5164614525	1	%	0.18	60	0.18	20										
E6T19	0.19	84.4789121105869	1	2672.08933041138	1	3200.52607455845	1	36817.5164614592	1	%	0.19	60	0.19	20										
E6T20	0.2	84.4789120200329	1	2672.08933055876	1	3200.52607911537	1	36817.5164614659	1	%	0.2	60	0.2	20										
E6T21	0.21	84.478911920344	1	2672.08933072044	1	3200.52608370255	1	36817.5164614728	1	%	0.21	60	0.21	20										
E6T22	0.22	84.4789118112245	1	2672.08933089683	1	3200.52608831048	1	36817.5164614798	1	%	0.22	60	0.22	20										
