!!SBtab	SBtabVersion='1.0' Document='SBTAB example small' TableName='E5' TableTitle='SBTAB example small E5' TableType = 'QuantityMatrix'						
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E5T81	8.1	3.9998	0.01	0.00023706	0.01	0.00015905	0.017889
E5T82	8.2	3.9999	0.01	0.00015817	0.01	0.00013391	0.017889
E5T83	8.3	3.9999	0.01	0.00010582	0.01	0.00011688	0.017888
E5T84	8.4	4	0.01	7.0988e-05	0.01	0.0001053	0.017888
E5T85	8.5	4	0.01	4.7743e-05	0.01	9.7408e-05	0.017888
E5T86	8.6	4	0.01	3.2189e-05	0.01	9.201e-05	0.017888
E5T87	8.7	4	0.01	2.1755e-05	0.01	8.8307e-05	0.017888
E5T88	8.8	4	0.01	1.4738e-05	0.01	8.5761e-05	0.017888
E5T89	8.9	4	0.01	1.0007e-05	0.01	8.4005e-05	0.017888
E5T90	9	4	0.01	6.8092e-06	0.01	8.2791e-05	0.017888
E5T91	9.1	4	0.01	4.6435e-06	0.01	8.1949e-05	0.017888
E5T92	9.2	4	0.01	3.1732e-06	0.01	8.1365e-05	0.017888
E5T93	9.3	4	0.01	2.1729e-06	0.01	8.0957e-05	0.017888
E5T94	9.4	4	0.01	1.4909e-06	0.01	8.0673e-05	0.017888
E5T95	9.5	4	0.01	1.0249e-06	0.01	8.0474e-05	0.017888
E5T96	9.6	4	0.01	7.0594e-07	0.01	8.0335e-05	0.017888
E5T97	9.7	4	0.01	4.8713e-07	0.01	8.0237e-05	0.017888
E5T98	9.8	4	0.01	3.3676e-07	0.01	8.0168e-05	0.017888
E5T99	9.9	4	0.01	2.3321e-07	0.01	8.0119e-05	0.017888
E5T100	10	4	0.01	1.6179e-07	0.01	8.0085e-05	0.017888
