!!SBtab	SBtabVersion='1.0' Document='SBTAB example small' TableName='E5' TableTitle='SBTAB example small E5' TableType = 'QuantityMatrix'						
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E5T0	0	4	0.01	0	0.01	0	0.01
E5T1	0.1	4	0.01	0	0.01	0	0.01
E5T2	0.2	4	0.01	0	0.01	0	0.01
E5T3	0.3	4	0.01	0	0.01	0	0.01
E5T4	0.4	4	0.01	0	0.01	0	0.01
E5T5	0.5	4	0.01	0	0.01	0	0.01
E5T6	0.6	4	0.01	0	0.01	0	0.01
E5T7	0.7	4	0.01	0	0.01	0	0.01
E5T8	0.8	4	0.01	0	0.01	0	0.01
E5T9	0.9	4	0.01	0	0.01	0	0.01
E5T10	1	4	0.01	0	0.01	0	0.01
E5T11	1.1	2.0613	0.34195	1.9471	0.43211	0.48412	0.13247
E5T12	1.2	1.4143	0.23018	2.5684	0.31438	0.63379	0.11151
E5T13	1.3	1.1717	0.142	2.8063	0.24068	0.6925	0.10074
E5T14	1.4	1.0746	0.097553	2.9053	0.21164	0.71779	0.097381
E5T15	1.5	1.0339	0.080145	2.9487	0.20248	0.72935	0.096639
E5T16	1.6	1.0163	0.074543	2.9685	0.19997	0.73487	0.096601
E5T17	1.7	1.0083	0.072925	2.9779	0.19938	0.73759	0.096696
E5T18	1.8	1.0047	0.072481	2.9825	0.19929	0.73897	0.096785
E5T19	1.9	1.003	0.072365	2.9847	0.19932	0.73969	0.096845
E5T20	2	1.0022	0.072338	2.9858	0.19935	0.74007	0.096882
E5T21	2.1	1.0018	0.072333	2.9864	0.19938	0.74028	0.096904
E5T22	2.2	1.0016	0.072334	2.9867	0.19939	0.74039	0.096917
E5T23	2.3	1.0015	0.072335	2.9869	0.1994	0.74045	0.096924
E5T24	2.4	1.0015	0.072336	2.987	0.19941	0.74049	0.096928
E5T25	2.5	1.0014	0.072336	2.987	0.19941	0.74051	0.096931
E5T26	2.6	1.0014	0.072336	2.9871	0.19941	0.74052	0.096932
E5T27	2.7	1.0014	0.072337	2.9871	0.19941	0.74053	0.096933
E5T28	2.8	1.0014	0.072337	2.9871	0.19941	0.74053	0.096933
E5T29	2.9	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T30	3	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T31	3.1	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T32	3.2	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T33	3.3	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T34	3.4	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T35	3.5	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T36	3.6	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T37	3.7	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T38	3.8	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T39	3.9	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T40	4	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T41	4.1	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T42	4.2	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T43	4.3	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T44	4.4	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T45	4.5	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T46	4.6	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T47	4.7	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T48	4.8	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T49	4.9	1.0014	0.072337	2.9871	0.19941	0.74053	0.096934
E5T50	5	1.0014	0.072337	2.9871	0.19941	0.74054	0.096934
E5T51	5.1	1.0014	0.072337	2.9871	0.19941	0.74054	0.096934
E5T52	5.2	1.0014	0.072337	2.9871	0.19941	0.74054	0.096934
E5T53	5.3	1.0014	0.072337	2.9871	0.19941	0.74054	0.096934
E5T54	5.4	1.0014	0.072337	2.9871	0.19941	0.74054	0.096934
E5T55	5.5	1.0014	0.072337	2.9871	0.19941	0.74054	0.096934
E5T56	5.6	1.0014	0.072337	2.9871	0.19941	0.74054	0.096934
E5T57	5.7	1.0014	0.072337	2.9871	0.19941	0.74054	0.096934
E5T58	5.8	1.0014	0.072337	2.9871	0.19941	0.74054	0.096934
E5T59	5.9	1.0014	0.072337	2.9871	0.19941	0.74054	0.096934
E5T60	6	1.0014	0.072337	2.9871	0.19941	0.74054	0.096934
E5T61	6.1	2.1976	0.1518	1.7863	0.22163	0.4404	0.082923
E5T62	6.2	2.9096	0.17196	1.0799	0.22469	0.26627	0.07431
E5T63	6.3	3.3364	0.15161	0.65894	0.19129	0.16316	0.061216
E5T64	6.4	3.5939	0.12055	0.40546	0.14985	0.10112	0.048354
E5T65	6.5	3.7502	0.090799	0.25137	0.11227	0.063295	0.037873
E5T66	6.6	3.8456	0.066237	0.15691	0.081944	0.039976	0.030204
E5T67	6.7	3.9041	0.047344	0.098564	0.058848	0.025456	0.025051
E5T68	6.8	3.9402	0.033386	0.062276	0.041826	0.016336	0.021849
E5T69	6.9	3.9625	0.023326	0.039562	0.02953	0.010561	0.019995
E5T70	7	3.9765	0.016195	0.02526	0.020761	0.0068792	0.01898
E5T71	7.1	3.9851	0.011195	0.016206	0.014558	0.0045153	0.018445
E5T72	7.2	3.9906	0.01	0.010444	0.010194	0.0029885	0.018169
E5T73	7.3	3.994	0.01	0.006759	0.01	0.0019966	0.018029
E5T74	7.4	3.9962	0.01	0.0043921	0.01	0.0013489	0.017959
E5T75	7.5	3.9976	0.01	0.0028649	0.01	0.00092373	0.017923
E5T76	7.6	3.9984	0.01	0.0018757	0.01	0.00064336	0.017906
E5T77	7.7	3.999	0.01	0.0012323	0.01	0.00045765	0.017897
E5T78	7.8	3.9994	0.01	0.00081229	0.01	0.00033411	0.017892
E5T79	7.9	3.9996	0.01	0.00053717	0.01	0.0002516	0.01789
E5T80	8	3.9997	0.01	0.00035632	0.01	0.00019628	0.017889
