!!SBtab	SBtabVersion='1.0' Document='SBTAB example small' TableName='E2' TableTitle='SBTAB example small E2' TableType = 'QuantityMatrix'						
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E2T0	0	4	0.01	0	0.01	0	0.01
E2T1	0.1	4	0.01	0	0.01	0	0.01
E2T2	0.2	4	0.01	0	0.01	0	0.01
E2T3	0.3	4	0.01	0	0.01	0	0.01
E2T4	0.4	4	0.01	0	0.01	0	0.01
E2T5	0.5	4	0.01	0	0.01	0	0.01
E2T6	0.6	4	0.01	0	0.01	0	0.01
E2T7	0.7	4	0.01	0	0.01	0	0.01
E2T8	0.8	4	0.01	0	0.01	0	0.01
E2T9	0.9	4	0.01	0	0.01	0	0.01
E2T10	1	4	0.01	0	0.01	0	0.01
E2T11	1.1	4	0.01	0	0.01	0	0.01
E2T12	1.2	4	0.01	0	0.01	0	0.01
E2T13	1.3	4	0.01	0	0.01	0	0.01
E2T14	1.4	4	0.01	0	0.01	0	0.01
E2T15	1.5	4	0.01	0	0.01	0	0.01
E2T16	1.6	4	0.01	0	0.01	0	0.01
E2T17	1.7	4	0.01	0	0.01	0	0.01
E2T18	1.8	4	0.01	0	0.01	0	0.01
E2T19	1.9	4	0.01	0	0.01	0	0.01
E2T20	2	4	0.01	0	0.01	0	0.01
E2T21	2.1	4	0.01	0	0.01	0	0.01
E2T22	2.2	4	0.01	0	0.01	0	0.01
E2T23	2.3	4	0.01	0	0.01	0	0.01
E2T24	2.4	4	0.01	0	0.01	0	0.01
E2T25	2.5	4	0.01	0	0.01	0	0.01
E2T26	2.6	4	0.01	0	0.01	0	0.01
E2T27	2.7	4	0.01	0	0.01	0	0.01
E2T28	2.8	4	0.01	0	0.01	0	0.01
E2T29	2.9	4	0.01	0	0.01	0	0.01
E2T30	3	4	0.01	0	0.01	0	0.01
E2T31	3.1	2.8033	1.0287	0.97287	1.0194	0.19994	0.24728
E2T32	3.2	1.5787	0.82055	2.1516	0.98372	0.47151	0.27143
E2T33	3.3	1.0245	0.5153	2.7986	0.67013	0.65048	0.20378
E2T34	3.4	0.77738	0.34265	3.1086	0.45858	0.74637	0.1403
E2T35	3.5	0.6548	0.24845	3.2687	0.3368	0.79692	0.10235
E2T36	3.6	0.58969	0.19808	3.3573	0.27	0.82561	0.079871
E2T37	3.7	0.55349	0.1726	3.4087	0.23383	0.84282	0.0665
E2T38	3.8	0.53267	0.16035	3.4396	0.21486	0.85355	0.058659
E2T39	3.9	0.52038	0.15466	3.4587	0.20516	0.86041	0.054165
