!!SBtab	SBtabVersion='1.0' Document='SBTAB example small' TableName='E2' TableTitle='SBTAB example small E2' TableType = 'QuantityMatrix'						
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E2T40	4	0.51297	0.15204	3.4708	0.20026	0.86491	0.051637
E2T41	4.1	0.50842	0.15084	3.4785	0.1978	0.86791	0.050228
E2T42	4.2	0.50558	0.15029	3.4836	0.19656	0.86994	0.049446
E2T43	4.3	0.50379	0.15004	3.4869	0.19594	0.87133	0.04901
E2T44	4.4	0.50265	0.14992	3.4891	0.19563	0.87229	0.048767
E2T45	4.5	0.50191	0.14987	3.4907	0.19547	0.87296	0.04863
E2T46	4.6	0.50143	0.14985	3.4917	0.1954	0.87344	0.048553
E2T47	4.7	0.50111	0.14985	3.4924	0.19536	0.87378	0.04851
E2T48	4.8	0.5009	0.14985	3.4929	0.19535	0.87402	0.048486
E2T49	4.9	0.50076	0.14985	3.4932	0.19534	0.8742	0.048472
E2T50	5	0.50067	0.14985	3.4935	0.19534	0.87433	0.048464
E2T51	5.1	1.2424	0.65611	2.8529	0.73817	0.73618	0.18467
E2T52	5.2	2.2832	0.69664	1.8668	0.85104	0.50668	0.23505
E2T53	5.3	2.9421	0.54918	1.17	0.6797	0.32588	0.20017
E2T54	5.4	3.33	0.41775	0.75298	0.5144	0.21232	0.15433
E2T55	5.5	3.566	0.31505	0.498	0.3911	0.14269	0.11824
E2T56	5.6	3.7139	0.23635	0.33617	0.29801	0.098157	0.091032
E2T57	5.7	3.8088	0.17688	0.23055	0.22743	0.068731	0.070459
E2T58	5.8	3.8707	0.13234	0.16016	0.17392	0.048808	0.05476
E2T59	5.9	3.9116	0.099094	0.11248	0.13332	0.035063	0.04272
E2T60	6	3.9391	0.074326	0.079746	0.10247	0.025436	0.033451
E2T61	6.1	3.9577	0.055867	0.057006	0.078982	0.018609	0.026289
E2T62	6.2	3.9704	0.042093	0.041052	0.061047	0.013717	0.020735
E2T63	6.3	3.9791	0.031797	0.029759	0.047316	0.010178	0.01641
E2T64	6.4	3.9852	0.024084	0.021703	0.036774	0.0075974	0.013032
E2T65	6.5	3.9895	0.018291	0.015915	0.028658	0.0057023	0.010382
E2T66	6.6	3.9925	0.01393	0.011729	0.02239	0.0043014	0.01
E2T67	6.7	3.9946	0.010638	0.0086848	0.017537	0.0032597	0.01
E2T68	6.8	3.9961	0.01	0.0064585	0.013769	0.002481	0.01
E2T69	6.9	3.9972	0.01	0.0048222	0.010836	0.0018959	0.01
E2T70	7	3.9979	0.01	0.003614	0.01	0.0014543	0.01
E2T71	7.1	3.9985	0.01	0.0027181	0.01	0.0011195	0.01
E2T72	7.2	3.9989	0.01	0.0020511	0.01	0.0008647	0.01
E2T73	7.3	3.9992	0.01	0.0015526	0.01	0.00067001	0.01
E2T74	7.4	3.9994	0.01	0.0011788	0.01	0.00052074	0.01
E2T75	7.5	3.9996	0.01	0.00089743	0.01	0.00040589	0.01
E2T76	7.6	3.9997	0.01	0.00068506	0.01	0.00031724	0.01
E2T77	7.7	3.9998	0.01	0.00052427	0.01	0.00024861	0.01
E2T78	7.8	3.9998	0.01	0.00040219	0.01	0.00019532	0.01
E2T79	7.9	3.9999	0.01	0.00030924	0.01	0.00015383	0.01
E2T80	8	3.9999	0.01	0.0002383	0.01	0.00012143	0.01
E2T81	8.1	3.9999	0.01	0.00018402	0.01	9.6073e-05	0.01
E2T82	8.2	3.9999	0.01	0.00014239	0.01	7.6175e-05	0.01
E2T83	8.3	4	0.01	0.00011039	0.01	6.0525e-05	0.01
E2T84	8.4	4	0.01	8.5746e-05	0.01	4.8187e-05	0.01
E2T85	8.5	4	0.01	6.6721e-05	0.01	3.844e-05	0.01
E2T86	8.6	4	0.01	5.2007e-05	0.01	3.0722e-05	0.01
E2T87	8.7	4	0.01	4.0605e-05	0.01	2.4599e-05	0.01
E2T88	8.8	4	0.01	3.1755e-05	0.01	1.9731e-05	0.01
E2T89	8.9	4	0.01	2.4872e-05	0.01	1.5854e-05	0.01
E2T90	9	4	0.01	1.951e-05	0.01	1.276e-05	0.01
E2T91	9.1	4	0.01	1.5326e-05	0.01	1.0287e-05	0.01
E2T92	9.2	4	0.01	1.2057e-05	0.01	8.3056e-06	0.01
E2T93	9.3	4	0.01	9.4981e-06	0.01	6.7166e-06	0.01
E2T94	9.4	4	0.01	7.4922e-06	0.01	5.4396e-06	0.01
E2T95	9.5	4	0.01	5.9176e-06	0.01	4.4119e-06	0.01
E2T96	9.6	4	0.01	4.6798e-06	0.01	3.5834e-06	0.01
E2T97	9.7	4	0.01	3.7054e-06	0.01	2.9145e-06	0.01
E2T98	9.8	4	0.01	2.9374e-06	0.01	2.3737e-06	0.01
E2T99	9.9	4	0.01	2.3313e-06	0.01	1.9357e-06	0.01
E2T100	10	4	0.01	1.8524e-06	0.01	1.5806e-06	0.01
