!!SBtab	SBtabVersion='1.0' Document='D1_LTP_time_window_SBtab' TableName='E0' TableTitle='D1_LTP_time_window_SBtab E0' TableType = 'QuantityMatrix'								
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2	>Y3	SD_Y3
E0T0	0	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E0T1	0.01	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E0T2	0.02	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E0T3	0.03	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5164	368.1752
E0T4	0.04	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5163	368.1752
E0T5	0.05	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5157	368.1752
E0T6	0.06	84.4789	0.84479	2672.0892	26.7209	3200.526	32.0053	36817.5144	368.1751
E0T7	0.07	84.4789	0.84479	2672.0889	26.7209	3200.526	32.0053	36817.5121	368.1751
E0T8	0.08	84.4789	0.84479	2672.0884	26.7209	3200.526	32.0053	36817.5081	368.1751
E0T9	0.09	84.4789	0.84479	2672.0876	26.7209	3200.526	32.0053	36817.5021	368.175
E0T10	0.1	84.4789	0.84479	2672.0862	26.7209	3200.526	32.0053	36817.4933	368.1749
E0T11	0.11	84.4789	0.84479	2672.084	26.7208	3200.526	32.0053	36817.4811	368.1748
E0T12	0.12	84.4789	0.84479	2672.0809	26.7208	3200.526	32.0053	36817.4647	368.1746
E0T13	0.13	84.4789	0.84479	2672.0765	26.7208	3200.526	32.0053	36817.4429	368.1744
E0T14	0.14	84.4789	0.84479	2672.0704	26.7207	3200.526	32.0053	36817.4147	368.1741
E0T15	0.15	84.4789	0.84479	2672.0622	26.7206	3200.526	32.0053	36817.3788	368.1738
E0T16	0.16	84.479	0.84479	2672.0514	26.7205	3200.526	32.0053	36817.3334	368.1733
E0T17	0.17	84.479	0.84479	2672.0374	26.7204	3200.526	32.0053	36817.2768	368.1728
E0T18	0.18	84.479	0.84479	2672.0194	26.7202	3200.526	32.0053	36817.2068	368.1721
E0T19	0.19	84.479	0.84479	2671.9967	26.72	3200.526	32.0053	36817.1207	368.1712
E0T20	0.2	84.4791	0.84479	2671.9682	26.7197	3200.5259	32.0053	36817.0155	368.1702
E0T21	0.21	84.4791	0.84479	2671.9327	26.7193	3200.5259	32.0053	36816.8878	368.1689
E0T22	0.22	84.4792	0.84479	2671.889	26.7189	3200.5258	32.0053	36816.7334	368.1673
E0T23	0.23	84.4793	0.84479	2671.8353	26.7184	3200.5257	32.0053	36816.5476	368.1655
E0T24	0.24	84.4794	0.84479	2671.7698	26.7177	3200.5257	32.0053	36816.3249	368.1632
E0T25	0.25	84.4795	0.8448	2671.6903	26.7169	3200.5255	32.0053	36816.0591	368.1606
E0T26	0.26	84.4797	0.8448	2671.5944	26.7159	3200.5253	32.0053	36815.7432	368.1574
E0T27	0.27	84.4799	0.8448	2671.4791	26.7148	3200.5251	32.0053	36815.369	368.1537
E0T28	0.28	84.4802	0.8448	2671.3411	26.7134	3200.5248	32.0052	36814.9274	368.1493
E0T29	0.29	84.4805	0.8448	2671.1765	26.7118	3200.5245	32.0052	36814.4083	368.1441
E0T30	0.3	84.4809	0.84481	2670.9811	26.7098	3200.5241	32.0052	36813.8006	368.138
E0T31	0.31	84.4813	0.84481	2670.7501	26.7075	3200.5236	32.0052	36813.0918	368.1309
E0T32	0.32	84.4819	0.84482	2670.478	26.7048	3200.523	32.0052	36812.2687	368.1227
E0T33	0.33	84.4826	0.84483	2670.1586	26.7016	3200.5222	32.0052	36811.3167	368.1132
E0T34	0.34	84.4834	0.84483	2669.7855	26.6979	3200.5213	32.0052	36810.2208	368.1022
E0T35	0.35	84.4843	0.84484	2669.3511	26.6935	3200.5202	32.0052	36808.9649	368.0896
E0T36	0.36	84.4855	0.84485	2668.8477	26.6885	3200.519	32.0052	36807.5326	368.0753
E0T37	0.37	84.4868	0.84487	2668.2667	26.6827	3200.5174	32.0052	36805.9075	368.0591
