!!SBtab	SBtabVersion='1.0'  TableType='QuantityMatrix'  TableName='E4'  TableTitle=''  Document='D1 LTP time window'								
!TimePoint	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2	>Y3	SD_Y3
E4T0	0	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E4T1	0.01	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E4T2	0.02	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E4T3	0.03	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E4T4	0.04	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E4T5	0.05	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E4T6	0.06	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E4T7	0.07	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E4T8	0.08	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E4T9	0.09	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E4T10	0.1	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E4T11	0.11	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E4T12	0.12	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E4T13	0.13	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E4T14	0.14	84.4789	0.84479	2672.0893	26.7209	3200.526	32.0053	36817.5165	368.1752
E4T15	0.15	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T16	0.16	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T17	0.17	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T18	0.18	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T19	0.19	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T20	0.2	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T21	0.21	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T22	0.22	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T23	0.23	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T24	0.24	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T25	0.25	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T26	0.26	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T27	0.27	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T28	0.28	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T29	0.29	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T30	0.3	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T31	0.31	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T32	0.32	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T33	0.33	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T34	0.34	84.4789	0.84479	2672.0893	26.7209	3200.5261	32.0053	36817.5165	368.1752
E4T35	0.35	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T36	0.36	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T37	0.37	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T38	0.38	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T39	0.39	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T40	0.4	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T41	0.41	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T42	0.42	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T43	0.43	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T44	0.44	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T45	0.45	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T46	0.46	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T47	0.47	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T48	0.48	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T49	0.49	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T50	0.5	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T51	0.51	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T52	0.52	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T53	0.53	84.4789	0.84479	2672.0893	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T54	0.54	84.4789	0.84479	2672.0894	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T55	0.55	84.4789	0.84479	2672.0894	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T56	0.56	84.4789	0.84479	2672.0894	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T57	0.57	84.4789	0.84479	2672.0894	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T58	0.58	84.4789	0.84479	2672.0894	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T59	0.59	84.4789	0.84479	2672.0894	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T60	0.6	84.4789	0.84479	2672.0894	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T61	0.61	84.4789	0.84479	2672.0894	26.7209	3200.5262	32.0053	36817.5165	368.1752
E4T62	0.62	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T63	0.63	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T64	0.64	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T65	0.65	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T66	0.66	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T67	0.67	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T68	0.68	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T69	0.69	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T70	0.7	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T71	0.71	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T72	0.72	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T73	0.73	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T74	0.74	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T75	0.75	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T76	0.76	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T77	0.77	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T78	0.78	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T79	0.79	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T80	0.8	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T81	0.81	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T82	0.82	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T83	0.83	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T84	0.84	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T85	0.85	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T86	0.86	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T87	0.87	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T88	0.88	84.4789	0.84479	2672.0894	26.7209	3200.5263	32.0053	36817.5165	368.1752
E4T89	0.89	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T90	0.9	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T91	0.91	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T92	0.92	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T93	0.93	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T94	0.94	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T95	0.95	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T96	0.96	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T97	0.97	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T98	0.98	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T99	0.99	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T100	1	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T101	1.01	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T102	1.02	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T103	1.03	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T104	1.04	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T105	1.05	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T106	1.06	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T107	1.07	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T108	1.08	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T109	1.09	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T110	1.1	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T111	1.11	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T112	1.12	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
E4T113	1.13	84.4789	0.84479	2672.0894	26.7209	3200.5264	32.0053	36817.5165	368.1752
