Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,12,0,0,0,0,602,241,0,0,0,0,18067,0,0,0,482,0,0,0,0,0,0,440,4215,0,121,0,108,217,0,0,0,0,0,0,60,0,0,301,0,12,0,0,100,0,0,0,0,301,0,0,603,0,0,60,0,494,0,0,0,0,12,157,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
20,0,49,1,0,23,3,11,2,0,11,0,514,94,65,0,0,0,18067,0,0,1131,363,0,89,0,0,0,3559,241,4215,0,111,10,108,217,0,0,0,0,0,0,25,12,0,279,2,10,0,0,100,0,0,0,0,301,0,0,584,19,0,41,0,204,0,290,0,0,12,157,49,0,0,1,82,0,0,0,0,30,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,84,0
40,0,49,2,2,16,2,5,1,1,14,0,522,90,67,0,0,0,18067,0,0,1288,368,0,85,0,0,0,3872,234,4215,0,116,5,107,217,0,0,0,1,0,0,19,12,0,272,3,9,0,0,100,0,0,0,0,301,0,0,574,29,0,31,0,184,0,310,0,0,12,157,49,0,0,0,84,0,0,0,0,29,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,84,0
60,0,50,1,1,20,2,12,2,0,16,0,510,75,71,0,0,0,18067,0,0,1307,380,0,82,0,0,0,3814,176,4215,0,104,17,108,217,0,0,0,0,0,0,16,13,1,270,7,5,0,0,100,0,0,0,0,301,0,0,562,41,0,19,0,186,0,308,0,0,12,157,49,0,0,1,95,0,0,0,0,20,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,77,0
80,0,46,2,2,21,3,12,3,1,17,0,507,80,63,0,0,0,18067,0,0,1331,366,0,88,0,0,0,3866,219,4215,0,102,19,107,217,0,0,0,1,0,0,15,13,1,269,2,10,0,0,100,0,0,0,0,301,0,0,561,42,0,18,0,186,0,308,0,0,12,157,49,0,0,1,98,0,0,0,0,28,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,77,0
100,4,57,3,4,29,1,5,1,0,15,0,499,83,66,0,0,0,18067,0,0,1424,371,0,82,0,0,0,3704,204,4215,1,110,9,106,211,0,4,0,1,0,0,18,12,0,271,7,5,0,0,100,0,0,0,0,301,0,0,564,39,1,20,0,192,0,302,0,0,12,156,49,1,0,0,91,0,0,0,1,29,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,74,0
120,26,48,1,2,20,5,8,1,1,24,0,504,86,57,0,0,1,18067,2,3,1884,356,0,95,0,0,0,3753,206,4215,7,104,17,104,196,0,13,1,2,0,0,15,10,0,266,7,5,0,0,100,0,0,0,0,301,0,0,570,33,6,21,0,197,0,297,0,0,12,157,49,0,0,0,91,0,0,0,1,31,0,0,0,0,0,1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,80,0
140,26,46,10,1,16,2,9,3,0,12,0,515,81,51,0,0,1,18067,8,2,3865,368,0,78,0,0,0,3866,252,4215,8,106,15,107,192,0,17,0,1,0,0,10,13,0,265,4,8,0,0,100,0,0,0,0,301,0,3,571,29,18,10,0,207,0,287,0,0,12,157,49,0,0,1,90,0,0,0,8,36,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,75,0
160,21,37,17,2,15,1,7,2,0,14,1,518,82,54,0,0,0,18067,4,3,5109,362,0,90,0,0,0,3987,233,4215,5,105,16,107,195,0,17,0,1,0,0,18,11,0,271,6,6,0,0,100,0,0,0,0,301,0,11,565,27,20,2,0,213,0,281,0,0,12,157,49,0,0,1,80,0,0,1,17,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,69,0
180,11,49,16,7,18,1,8,4,0,19,4,488,76,56,0,0,1,18067,7,1,4834,370,0,87,0,0,0,3777,226,4215,5,107,14,108,199,0,13,0,0,0,0,15,9,0,267,7,5,0,0,100,0,0,0,0,301,0,17,568,18,15,10,0,204,0,290,0,0,12,157,49,0,0,2,87,0,0,0,13,25,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,57,0
