!!SBtab	SBtabVersion='1.0' Document='SBTAB example small' TableName='E5' TableTitle='SBTAB example small E5' TableType = 'QuantityMatrix'						
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E5T49	4.9	0.00091083	0.030248	1.9992	0.037866	0.49963	0.045447
E5T50	5	0.00075342	0.03025	1.9993	0.037868	0.49967	0.04545
E5T51	5.1	0.000624	0.030252	1.9995	0.037869	0.4997	0.045453
E5T52	5.2	0.00051759	0.030254	1.9996	0.037871	0.49973	0.045456
E5T53	5.3	0.00043008	0.030255	1.9997	0.037872	0.49976	0.045458
E5T54	5.4	0.00035811	0.030256	1.9997	0.037873	0.49978	0.04546
E5T55	5.5	0.00029891	0.030257	1.9998	0.037873	0.49979	0.045461
E5T56	5.6	0.00025021	0.030258	1.9999	0.037874	0.49981	0.045462
E5T57	5.7	0.00021014	0.030259	1.9999	0.037875	0.49982	0.045463
E5T58	5.8	0.00017717	0.030259	1.9999	0.037875	0.49983	0.045464
E5T59	5.9	0.00015003	0.03026	2	0.037876	0.49983	0.045465
E5T60	6	0.0001277	0.03026	2	0.037876	0.49984	0.045466
E5T61	6.1	0.19059	0.027937	1.8094	0.034969	0.4522	0.041182
E5T62	6.2	0.3629	0.026707	1.637	0.033433	0.40911	0.037396
E5T63	6.3	0.51878	0.026171	1.4811	0.032766	0.37013	0.034042
E5T64	6.4	0.65982	0.026003	1.34	0.03256	0.33487	0.031062
E5T65	6.5	0.78741	0.025979	1.2124	0.032531	0.30298	0.028407
E5T66	6.6	0.90284	0.025957	1.097	0.032504	0.27413	0.026033
E5T67	6.7	1.0073	0.02586	0.99252	0.032383	0.24803	0.023903
E5T68	6.8	1.1018	0.025653	0.89804	0.032122	0.22442	0.021986
E5T69	6.9	1.1873	0.025324	0.81256	0.031707	0.20306	0.020255
E5T70	7	1.2646	0.024875	0.73523	0.031142	0.18374	0.018685
E5T71	7.1	1.3346	0.024317	0.66527	0.030442	0.16626	0.017258
E5T72	7.2	1.3979	0.023666	0.60197	0.029624	0.15045	0.015956
E5T73	7.3	1.4552	0.022937	0.54471	0.028709	0.13614	0.014765
E5T74	7.4	1.507	0.022146	0.49289	0.027717	0.1232	0.013672
E5T75	7.5	1.5539	0.021308	0.44602	0.026666	0.11149	0.012668
E5T76	7.6	1.5963	0.020436	0.4036	0.025573	0.10089	0.011743
E5T77	7.7	1.6347	0.019543	0.36523	0.024454	0.091307	0.010889
E5T78	7.8	1.6695	0.018639	0.33051	0.023322	0.082633	0.010099
E5T79	7.9	1.7009	0.017734	0.29909	0.022188	0.074784	0.01
E5T80	8	1.7293	0.016835	0.27067	0.021062	0.067682	0.01
E5T81	8.1	1.7551	0.015949	0.24494	0.019953	0.061256	0.01
E5T82	8.2	1.7784	0.015081	0.22167	0.018866	0.055441	0.01
E5T83	8.3	1.7994	0.014235	0.20061	0.017807	0.050179	0.01
E5T84	8.4	1.8185	0.013414	0.18155	0.01678	0.045418	0.01
E5T85	8.5	1.8357	0.012622	0.16431	0.015789	0.041109	0.01
E5T86	8.6	1.8513	0.01186	0.14871	0.014836	0.03721	0.01
E5T87	8.7	1.8655	0.011129	0.13459	0.013922	0.033681	0.01
E5T88	8.8	1.8783	0.010431	0.12181	0.013048	0.030487	0.01
E5T89	8.9	1.8898	0.01	0.11025	0.012215	0.027597	0.01
E5T90	9	1.9003	0.01	0.099782	0.011424	0.024981	0.01
E5T91	9.1	1.9098	0.01	0.090313	0.010673	0.022614	0.01
E5T92	9.2	1.9183	0.01	0.081743	0.01	0.020472	0.01
E5T93	9.3	1.9261	0.01	0.073987	0.01	0.018532	0.01
E5T94	9.4	1.9331	0.01	0.066969	0.01	0.016777	0.01
E5T95	9.5	1.9395	0.01	0.060617	0.01	0.015189	0.01
E5T96	9.6	1.9452	0.01	0.054868	0.01	0.013751	0.01
E5T97	9.7	1.9504	0.01	0.049665	0.01	0.012449	0.01
E5T98	9.8	1.9551	0.01	0.044956	0.01	0.011271	0.01
E5T99	9.9	1.9594	0.01	0.040694	0.01	0.010205	0.01
E5T100	10	1.9632	0.01	0.036837	0.01	0.0092392	0.01
