!!SBtab	SBtabVersion='1.0' Document='SBTAB example small' TableName='E5' TableTitle='SBTAB example small E5' TableType = 'QuantityMatrix'						
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E5T0	0	2	0.01	0	0.01	0	0.01
E5T1	0.1	2	0.01	0	0.01	0	0.01
E5T2	0.2	2	0.01	0	0.01	0	0.01
E5T3	0.3	2	0.01	0	0.01	0	0.01
E5T4	0.4	2	0.01	0	0.01	0	0.01
E5T5	0.5	2	0.01	0	0.01	0	0.01
E5T6	0.6	2	0.01	0	0.01	0	0.01
E5T7	0.7	2	0.01	0	0.01	0	0.01
E5T8	0.8	2	0.01	0	0.01	0	0.01
E5T9	0.9	2	0.01	0	0.01	0	0.01
E5T10	1	2	0.01	0	0.01	0	0.01
E5T11	1.1	1.6364	0.020772	0.36418	0.026182	0.091225	0.011312
E5T12	1.2	1.3391	0.034196	0.66173	0.043055	0.16568	0.01959
E5T13	1.3	1.0959	0.042321	0.90491	0.053235	0.22648	0.025656
E5T14	1.4	0.89709	0.046691	1.1037	0.05869	0.27614	0.030117
E5T15	1.5	0.73443	0.048465	1.2662	0.060887	0.31672	0.03342
E5T16	1.6	0.60135	0.048505	1.3991	0.060916	0.34989	0.035889
E5T17	1.7	0.49246	0.047447	1.5079	0.059576	0.37701	0.037758
E5T18	1.8	0.40335	0.045753	1.5968	0.057447	0.39919	0.039193
E5T19	1.9	0.33041	0.043754	1.6697	0.054943	0.41734	0.040313
E5T20	2	0.2707	0.041682	1.7293	0.05235	0.4322	0.041202
E5T21	2.1	0.22181	0.039687	1.7781	0.049857	0.44437	0.041917
E5T22	2.2	0.18178	0.037867	1.818	0.04758	0.45433	0.0425
E5T23	2.3	0.149	0.036269	1.8508	0.045581	0.46249	0.04298
E5T24	2.4	0.12214	0.034914	1.8776	0.043883	0.46918	0.04338
E5T25	2.5	0.10015	0.033796	1.8996	0.042478	0.47467	0.043714
E5T26	2.6	0.082122	0.032897	1.9176	0.041345	0.47917	0.043995
E5T27	2.7	0.067352	0.032191	1.9324	0.040449	0.48286	0.044231
E5T28	2.8	0.055247	0.031646	1.9445	0.039755	0.48589	0.04443
E5T29	2.9	0.045324	0.031234	1.9544	0.039226	0.48837	0.044598
E5T30	3	0.03719	0.030928	1.9626	0.03883	0.49041	0.04474
E5T31	3.1	0.03052	0.030704	1.9693	0.038537	0.49209	0.044859
E5T32	3.2	0.025051	0.030544	1.9748	0.038323	0.49347	0.044959
E5T33	3.3	0.020565	0.030431	1.9793	0.03817	0.4946	0.045043
E5T34	3.4	0.016886	0.030353	1.983	0.038062	0.49553	0.045114
E5T35	3.5	0.013868	0.030301	1.986	0.037987	0.4963	0.045173
E5T36	3.6	0.011391	0.030267	1.9885	0.037936	0.49692	0.045223
E5T37	3.7	0.0093588	0.030246	1.9906	0.037902	0.49744	0.045264
E5T38	3.8	0.0076908	0.030234	1.9923	0.03788	0.49787	0.045299
E5T39	3.9	0.0063218	0.030227	1.9937	0.037866	0.49822	0.045327
E5T40	4	0.0051978	0.030225	1.9948	0.037859	0.49851	0.045351
E5T41	4.1	0.004275	0.030226	1.9957	0.037855	0.49875	0.045371
E5T42	4.2	0.0035172	0.030228	1.9965	0.037854	0.49894	0.045388
E5T43	4.3	0.0028949	0.030231	1.9971	0.037855	0.49911	0.045402
E5T44	4.4	0.0023837	0.030234	1.9977	0.037856	0.49924	0.045413
E5T45	4.5	0.0019638	0.030237	1.9981	0.037858	0.49935	0.045422
E5T46	4.6	0.0016188	0.03024	1.9984	0.03786	0.49944	0.04543
E5T47	4.7	0.0013353	0.030243	1.9987	0.037862	0.49951	0.045437
E5T48	4.8	0.0011023	0.030246	1.999	0.037864	0.49958	0.045442
