!!SBtab	SBtabVersion='1.0' Document='SBTAB example small' TableName='E1' TableTitle='SBTAB example small E1' TableType = 'QuantityMatrix'						
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E1T0	0	4	0.01	0	0.01	0	0.01
E1T1	0.1	4	0.01	0	0.01	0	0.01
E1T2	0.2	4	0.01	0	0.01	0	0.01
E1T3	0.3	4	0.01	0	0.01	0	0.01
E1T4	0.4	4	0.01	0	0.01	0	0.01
E1T5	0.5	4	0.01	0	0.01	0	0.01
E1T6	0.6	4	0.01	0	0.01	0	0.01
E1T7	0.7	4	0.01	0	0.01	0	0.01
E1T8	0.8	4	0.01	0	0.01	0	0.01
E1T9	0.9	4	0.01	0	0.01	0	0.01
E1T10	1	4	0.01	0	0.01	0	0.01
E1T11	1.1	3.1736	0.72527	0.69048	0.75694	0.14497	0.18439
E1T12	1.2	2.1964	0.67433	1.6289	0.80647	0.36258	0.21965
E1T13	1.3	1.6626	0.48166	2.2175	0.60809	0.51828	0.17674
E1T14	1.4	1.3858	0.35024	2.5342	0.44853	0.608	0.13144
E1T15	1.5	1.2328	0.26642	2.7115	0.34924	0.65914	0.10092
E1T16	1.6	1.1442	0.21493	2.8166	0.28734	0.68991	0.081662
E1T17	1.7	1.0911	0.18509	2.8814	0.24994	0.70927	0.069404
E1T18	1.8	1.0585	0.16876	2.9224	0.22821	0.72184	0.061728
E1T19	1.9	1.0381	0.16022	2.9489	0.21598	0.73019	0.057027
E1T20	2	1.0251	0.15591	2.9664	0.20925	0.73584	0.054201
E1T21	2.1	1.0167	0.15377	2.978	0.2056	0.73973	0.05252
E1T22	2.2	1.0113	0.15274	2.9859	0.20363	0.74244	0.051525
E1T23	2.3	1.0077	0.15225	2.9913	0.20258	0.74435	0.050936
E1T24	2.4	1.0053	0.15203	2.9951	0.20202	0.7457	0.050585
E1T25	2.5	1.0036	0.15194	2.9977	0.20174	0.74667	0.050375
E1T26	2.6	1.0026	0.15191	2.9995	0.20159	0.74738	0.050248
E1T27	2.7	1.0018	0.1519	3.0008	0.20152	0.74789	0.050171
E1T28	2.8	1.0013	0.15191	3.0017	0.20149	0.74827	0.050123
E1T29	2.9	1.0009	0.15191	3.0024	0.20148	0.74854	0.050093
E1T30	3	1.0007	0.15192	3.0029	0.20148	0.74875	0.050074
E1T31	3.1	1.0005	0.15193	3.0032	0.20149	0.7489	0.050062
E1T32	3.2	1.0004	0.15194	3.0035	0.20149	0.74902	0.050054
E1T33	3.3	1.0003	0.15194	3.0037	0.2015	0.7491	0.050049
E1T34	3.4	1.0003	0.15195	3.0038	0.2015	0.74917	0.050045
E1T35	3.5	1.0002	0.15195	3.0039	0.20151	0.74922	0.050042
E1T36	3.6	1.0002	0.15195	3.004	0.20151	0.74925	0.05004
E1T37	3.7	1.0002	0.15195	3.004	0.20152	0.74928	0.050039
E1T38	3.8	1.0001	0.15195	3.0041	0.20152	0.7493	0.050037
E1T39	3.9	1.0001	0.15195	3.0041	0.20152	0.74932	0.050037
E1T40	4	1.0001	0.15195	3.0041	0.20152	0.74933	0.050036
E1T41	4.1	1.0001	0.15195	3.0041	0.20152	0.74934	0.050035
E1T42	4.2	1.0001	0.15195	3.0042	0.20153	0.74935	0.050035
E1T43	4.3	1.0001	0.15196	3.0042	0.20153	0.74936	0.050034
E1T44	4.4	1.0001	0.15196	3.0042	0.20153	0.74936	0.050034
E1T45	4.5	1.0001	0.15196	3.0042	0.20153	0.74936	0.050034
E1T46	4.6	1.0001	0.15196	3.0042	0.20153	0.74937	0.050034
E1T47	4.7	1.0001	0.15196	3.0042	0.20153	0.74937	0.050033
E1T48	4.8	1.0001	0.15196	3.0042	0.20153	0.74937	0.050033
E1T49	4.9	1.0001	0.15196	3.0042	0.20153	0.74937	0.050033
E1T50	5	1.0001	0.15196	3.0042	0.20153	0.74937	0.050033
E1T51	5.1	1.0001	0.15196	3.0042	0.20153	0.74937	0.050033
E1T52	5.2	1.0001	0.15196	3.0042	0.20153	0.74937	0.050033
E1T53	5.3	1.0001	0.15196	3.0042	0.20153	0.74938	0.050033
E1T54	5.4	1.0001	0.15196	3.0042	0.20153	0.74938	0.050033
E1T55	5.5	1.0001	0.15196	3.0042	0.20153	0.74938	0.050033
E1T56	5.6	1.0001	0.15196	3.0042	0.20153	0.74938	0.050033
E1T57	5.7	1.0001	0.15196	3.0042	0.20153	0.74938	0.050033
E1T58	5.8	1.0001	0.15196	3.0042	0.20153	0.74938	0.050033
E1T59	5.9	1.0001	0.15196	3.0042	0.20153	0.74938	0.050033
E1T60	6	1.0001	0.15196	3.0042	0.20153	0.74938	0.050033
E1T61	6.1	1.4213	0.36998	2.6327	0.43243	0.66482	0.11635
E1T62	6.2	2.1218	0.43216	1.9662	0.56019	0.50784	0.15894
E1T63	6.3	2.6621	0.38816	1.4052	0.51116	0.36854	0.15048
E1T64	6.4	3.04	0.33723	1.01	0.43642	0.26685	0.12772
E1T65	6.5	3.3059	0.28676	0.73423	0.36704	0.19552	0.10673
E1T66	6.6	3.4948	0.2397	0.5389	0.30547	0.1449	0.088914
E1T67	6.7	3.6301	0.19788	0.39872	0.25225	0.10845	0.07393
E1T68	6.8	3.7277	0.16191	0.29705	0.20719	0.081832	0.061322
E1T69	6.9	3.7986	0.13165	0.22266	0.16958	0.062185	0.050778
E1T70	7	3.8504	0.10658	0.16781	0.13851	0.047548	0.042006
E1T71	7.1	3.8884	0.086017	0.12709	0.11299	0.036557	0.034737
E1T72	7.2	3.9164	0.069282	0.096681	0.092119	0.028247	0.028728
E1T73	7.3	3.9372	0.05573	0.073852	0.0751	0.021925	0.023769
E1T74	7.4	3.9527	0.044794	0.056629	0.061242	0.017089	0.019679
E1T75	7.5	3.9642	0.035991	0.043576	0.049968	0.01337	0.016306
E1T76	7.6	3.9729	0.028915	0.033643	0.040799	0.010498	0.013525
E1T77	7.7	3.9794	0.023234	0.026055	0.033341	0.0082697	0.01123
E1T78	7.8	3.9843	0.018676	0.020237	0.027273	0.0065348	0.01
E1T79	7.9	3.988	0.015019	0.015762	0.022332	0.0051788	0.01
E1T80	8	3.9908	0.012085	0.012309	0.018306	0.0041154	0.01
E1T81	8.1	3.9929	0.01	0.0096358	0.015024	0.0032789	0.01
E1T82	8.2	3.9946	0.01	0.0075613	0.012344	0.0026187	0.01
E1T83	8.3	3.9958	0.01	0.0059469	0.010154	0.0020964	0.01
E1T84	8.4	3.9968	0.01	0.0046873	0.01	0.0016819	0.01
E1T85	8.5	3.9975	0.01	0.0037022	0.01	0.0013523	0.01
