!!SBtab	SBtabVersion='1.0' Document='SBTAB example small' TableName='E1' TableTitle='SBTAB example small E1' TableType = 'QuantityMatrix'						
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E1T86	8.6	3.9981	0.01	0.0029299	0.01	0.0010894	0.01
E1T87	8.7	3.9985	0.01	0.0023232	0.01	0.00087938	0.01
E1T88	8.8	3.9988	0.01	0.0018455	0.01	0.00071114	0.01
E1T89	8.9	3.9991	0.01	0.0014686	0.01	0.00057611	0.01
E1T90	9	3.9993	0.01	0.0011707	0.01	0.00046753	0.01
E1T91	9.1	3.9994	0.01	0.00093479	0.01	0.00038003	0.01
E1T92	9.2	3.9996	0.01	0.0007476	0.01	0.00030941	0.01
E1T93	9.3	3.9997	0.01	0.00059882	0.01	0.0002523	0.01
E1T94	9.4	3.9997	0.01	0.00048037	0.01	0.00020603	0.01
E1T95	9.5	3.9998	0.01	0.00038591	0.01	0.0001685	0.01
E1T96	9.6	3.9998	0.01	0.00031046	0.01	0.00013799	0.01
E1T97	9.7	3.9999	0.01	0.00025011	0.01	0.00011317	0.01
E1T98	9.8	3.9999	0.01	0.00020176	0.01	9.2928e-05	0.01
E1T99	9.9	3.9999	0.01	0.00016296	0.01	7.6408e-05	0.01
E1T100	10	3.9999	0.01	0.0001318	0.01	6.2903e-05	0.01
