!!SBtab	SBtabVersion='1.0' Document='SBTAB example small' TableName='E8' TableTitle='SBTAB example small E8' TableType = 'QuantityMatrix'						
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E8T0	0	0	0.01	0	0.01	0	0.01
E8T1	0.1	0	0.01	0	0.01	0	0.01
E8T2	0.2	0	0.01	0	0.01	0	0.01
E8T3	0.3	0	0.01	0	0.01	0	0.01
E8T4	0.4	0	0.01	0	0.01	0	0.01
E8T5	0.5	0	0.01	0	0.01	0	0.01
E8T6	0.6	0	0.01	0	0.01	0	0.01
E8T7	0.7	0	0.01	0	0.01	0	0.01
E8T8	0.8	0	0.01	0	0.01	0	0.01
E8T9	0.9	0	0.01	0	0.01	0	0.01
E8T10	1	0	0.01	0	0.01	0	0.01
E8T11	1.1	0	0.01	0	0.01	0	0.01
E8T12	1.2	0	0.01	0	0.01	0	0.01
E8T13	1.3	0	0.01	0	0.01	0	0.01
E8T14	1.4	0	0.01	0	0.01	0	0.01
E8T15	1.5	0	0.01	0	0.01	0	0.01
E8T16	1.6	0	0.01	0	0.01	0	0.01
E8T17	1.7	0	0.01	0	0.01	0	0.01
E8T18	1.8	0	0.01	0	0.01	0	0.01
E8T19	1.9	0	0.01	0	0.01	0	0.01
E8T20	2	0	0.01	0	0.01	0	0.01
E8T21	2.1	0	0.01	1	0.01	0.63212	0.01
E8T22	2.2	0	0.01	1	0.01	0.86466	0.01
E8T23	2.3	0	0.01	1	0.01	0.95021	0.01
E8T24	2.4	0	0.01	1	0.01	0.98168	0.01
E8T25	2.5	0	0.01	1	0.01	0.99326	0.01
E8T26	2.6	0	0.01	1	0.01	0.99752	0.01
E8T27	2.7	0	0.01	1	0.01	0.99909	0.01
E8T28	2.8	0	0.01	1	0.01	0.99966	0.01
E8T29	2.9	0	0.01	1	0.01	0.99988	0.01
E8T30	3	0	0.01	1	0.01	0.99995	0.01
E8T31	3.1	0	0.01	1	0.01	0.99998	0.01
E8T32	3.2	0	0.01	1	0.01	0.99999	0.01
E8T33	3.3	0	0.01	1	0.01	1	0.01
E8T34	3.4	0	0.01	1	0.01	1	0.01
E8T35	3.5	0	0.01	1	0.01	1	0.01
E8T36	3.6	0	0.01	1	0.01	1	0.01
E8T37	3.7	0	0.01	1	0.01	1	0.01
E8T38	3.8	0	0.01	1	0.01	1	0.01
E8T39	3.9	0	0.01	1	0.01	1	0.01
E8T40	4	0	0.01	1	0.01	1	0.01
E8T41	4.1	0	0.01	1	0.01	1	0.01
E8T42	4.2	0	0.01	1	0.01	1	0.01
E8T43	4.3	0	0.01	1	0.01	1	0.01
E8T44	4.4	0	0.01	1	0.01	1	0.01
