!!SBtab	SBtabVersion='1.0' Document='SBTAB example small' TableName='E8' TableTitle='SBTAB example small E8' TableType = 'QuantityMatrix'						
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E8T45	4.5	0	0.01	1	0.01	1	0.01
E8T46	4.6	0	0.01	1	0.01	1	0.01
E8T47	4.7	0	0.01	1	0.01	1	0.01
E8T48	4.8	0	0.01	1	0.01	1	0.01
E8T49	4.9	0	0.01	1	0.01	1	0.01
E8T50	5	0	0.01	0	0.01	1	0.01
E8T51	5.1	0	0.01	0	0.01	0.60653	0.01
E8T52	5.2	0	0.01	0	0.01	0.36788	0.01
E8T53	5.3	0	0.01	0	0.01	0.22313	0.01
E8T54	5.4	0	0.01	0	0.01	0.13534	0.01
E8T55	5.5	0	0.01	0	0.01	0.082085	0.01
E8T56	5.6	0	0.01	0	0.01	0.049787	0.01
E8T57	5.7	0	0.01	0	0.01	0.030197	0.01
E8T58	5.8	0	0.01	0	0.01	0.018316	0.01
E8T59	5.9	0	0.01	0	0.01	0.011109	0.01
E8T60	6	0	0.01	0	0.01	0.0067379	0.01
E8T61	6.1	0	0.01	0	0.01	0.0040868	0.01
E8T62	6.2	0	0.01	0	0.01	0.0024788	0.01
E8T63	6.3	0	0.01	0	0.01	0.0015034	0.01
E8T64	6.4	0	0.01	0	0.01	0.00091188	0.01
E8T65	6.5	0	0.01	0	0.01	0.00055308	0.01
E8T66	6.6	0	0.01	0	0.01	0.00033546	0.01
E8T67	6.7	0	0.01	0	0.01	0.00020347	0.01
E8T68	6.8	0	0.01	0	0.01	0.00012341	0.01
E8T69	6.9	0	0.01	0	0.01	7.4852e-05	0.01
E8T70	7	0	0.01	0	0.01	4.54e-05	0.01
E8T71	7.1	0	0.01	0	0.01	2.7536e-05	0.01
E8T72	7.2	0	0.01	0	0.01	1.6702e-05	0.01
E8T73	7.3	0	0.01	0	0.01	1.013e-05	0.01
E8T74	7.4	0	0.01	0	0.01	6.1442e-06	0.01
E8T75	7.5	0	0.01	0	0.01	3.7267e-06	0.01
E8T76	7.6	0	0.01	0	0.01	2.2603e-06	0.01
E8T77	7.7	0	0.01	0	0.01	1.371e-06	0.01
E8T78	7.8	0	0.01	0	0.01	8.3153e-07	0.01
E8T79	7.9	0	0.01	0	0.01	5.0435e-07	0.01
E8T80	8	0	0.01	0	0.01	3.059e-07	0.01
E8T81	8.1	0	0.01	0	0.01	1.8554e-07	0.01
E8T82	8.2	0	0.01	0	0.01	1.1254e-07	0.01
E8T83	8.3	0	0.01	0	0.01	6.8256e-08	0.01
E8T84	8.4	0	0.01	0	0.01	4.1399e-08	0.01
E8T85	8.5	0	0.01	0	0.01	2.511e-08	0.01
E8T86	8.6	0	0.01	0	0.01	1.523e-08	0.01
E8T87	8.7	0	0.01	0	0.01	9.2374e-09	0.01
E8T88	8.8	0	0.01	0	0.01	5.6028e-09	0.01
E8T89	8.9	0	0.01	0	0.01	3.3983e-09	0.01
E8T90	9	0	0.01	0	0.01	2.0612e-09	0.01
E8T91	9.1	0	0.01	0	0.01	1.2502e-09	0.01
E8T92	9.2	0	0.01	0	0.01	7.5826e-10	0.01
E8T93	9.3	0	0.01	0	0.01	4.5991e-10	0.01
E8T94	9.4	0	0.01	0	0.01	2.7895e-10	0.01
E8T95	9.5	0	0.01	0	0.01	1.6919e-10	0.01
E8T96	9.6	0	0.01	0	0.01	1.0262e-10	0.01
E8T97	9.7	0	0.01	0	0.01	6.2242e-11	0.01
E8T98	9.8	0	0.01	0	0.01	3.7751e-11	0.01
E8T99	9.9	0	0.01	0	0.01	2.2897e-11	0.01
E8T100	10	0	0.01	0	0.01	1.3888e-11	0.01
