!!SBtab	SBtabVersion='1.0' Document='SBTAB example small' TableName='E3' TableTitle='SBTAB example small E3' TableType = 'QuantityMatrix'						
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E3T0	0	4	0.01	0	0.01	0	0.01
E3T1	0.1	4	0.01	0	0.01	0	0.01
E3T2	0.2	4	0.01	0	0.01	0	0.01
E3T3	0.3	4	0.01	0	0.01	0	0.01
E3T4	0.4	4	0.01	0	0.01	0	0.01
E3T5	0.5	4	0.01	0	0.01	0	0.01
E3T6	0.6	4	0.01	0	0.01	0	0.01
E3T7	0.7	4	0.01	0	0.01	0	0.01
E3T8	0.8	4	0.01	0	0.01	0	0.01
E3T9	0.9	4	0.01	0	0.01	0	0.01
E3T10	1	4	0.01	0	0.01	0	0.01
E3T11	1.1	4	0.01	0	0.01	0	0.01
E3T12	1.2	4	0.01	0	0.01	0	0.01
E3T13	1.3	4	0.01	0	0.01	0	0.01
E3T14	1.4	4	0.01	0	0.01	0	0.01
E3T15	1.5	4	0.01	0	0.01	0	0.01
E3T16	1.6	4	0.01	0	0.01	0	0.01
E3T17	1.7	4	0.01	0	0.01	0	0.01
E3T18	1.8	4	0.01	0	0.01	0	0.01
E3T19	1.9	4	0.01	0	0.01	0	0.01
E3T20	2	4	0.01	0	0.01	0	0.01
E3T21	2.1	4	0.01	0	0.01	0	0.01
E3T22	2.2	4	0.01	0	0.01	0	0.01
E3T23	2.3	4	0.01	0	0.01	0	0.01
E3T24	2.4	4	0.01	0	0.01	0	0.01
E3T25	2.5	4	0.01	0	0.01	0	0.01
E3T26	2.6	4	0.01	0	0.01	0	0.01
E3T27	2.7	4	0.01	0	0.01	0	0.01
E3T28	2.8	4	0.01	0	0.01	0	0.01
E3T29	2.9	4	0.01	0	0.01	0	0.01
E3T30	3	4	0.01	0	0.01	0	0.01
E3T31	3.1	2.3737	1.2913	1.2668	1.2459	0.25733	0.29678
E3T32	3.2	0.99482	0.86931	2.6189	1.0823	0.57344	0.30532
E3T33	3.3	0.48553	0.4658	3.2799	0.64723	0.76453	0.21057
E3T34	3.4	0.29385	0.27824	3.5578	0.3958	0.85555	0.13451
E3T35	3.5	0.20902	0.18289	3.6867	0.26595	0.90017	0.090132
E3T36	3.6	0.16778	0.13409	3.7528	0.19547	0.92389	0.06499
E3T37	3.7	0.14651	0.11038	3.7888	0.15781	0.93741	0.050049
E3T38	3.8	0.13505	0.09956	3.8093	0.13855	0.94549	0.041257
E3T39	3.9	0.12867	0.094801	3.8212	0.12906	0.95048	0.036235
E3T40	4	0.12503	0.092731	3.8285	0.12447	0.95362	0.033448
E3T41	4.1	1.4717	1.1349	2.7506	1.1228	0.73672	0.26619
E3T42	4.2	2.81	0.89615	1.4753	1.0651	0.43886	0.29372
E3T43	4.3	3.4233	0.54318	0.75767	0.70513	0.24445	0.21876
E3T44	4.4	3.6955	0.34369	0.41636	0.45586	0.14049	0.14744
E3T45	4.5	3.8305	0.22322	0.24226	0.30526	0.08506	0.10149
E3T46	4.6	3.9021	0.14741	0.14655	0.20966	0.053674	0.07225
E3T47	4.7	3.9419	0.098703	0.091204	0.14633	0.034848	0.05238
E3T48	4.8	3.9647	0.066889	0.058037	0.10342	0.023127	0.038492
E3T49	4.9	3.9782	0.04582	0.037608	0.073881	0.015624	0.028605
E3T50	5	3.9863	0.031694	0.024746	0.05328	0.010714	0.021466
E3T51	5.1	3.9913	0.022117	0.016499	0.038755	0.0074422	0.01625
E3T52	5.2	3.9944	0.015558	0.011127	0.028417	0.0052281	0.012398
E3T53	5.3	3.9963	0.011025	0.0075821	0.020994	0.0037096	0.01
E3T54	5.4	3.9976	0.01	0.0052141	0.015622	0.002656	0.01
E3T55	5.5	3.9984	0.01	0.0036157	0.011706	0.0019172	0.01
E3T56	5.6	3.9989	0.01	0.0025265	0.01	0.0013942	0.01
E3T57	5.7	3.9993	0.01	0.0017779	0.01	0.0010209	0.01
E3T58	5.8	3.9995	0.01	0.0012594	0.01	0.00075238	0.01
E3T59	5.9	3.9997	0.01	0.00089753	0.01	0.00055775	0.01
E3T60	6	3.9998	0.01	0.00064336	0.01	0.00041578	0.01
E3T61	6.1	3.9998	0.01	0.00046368	0.01	0.00031156	0.01
E3T62	6.2	3.9999	0.01	0.00033592	0.01	0.00023462	0.01
E3T63	6.3	3.9999	0.01	0.00024457	0.01	0.0001775	0.01
E3T64	6.4	3.9999	0.01	0.0001789	0.01	0.00013488	0.01
E3T65	6.5	4	0.01	0.00013147	0.01	0.00010292	0.01
E3T66	6.6	4	0.01	9.704e-05	0.01	7.8852e-05	0.01
E3T67	6.7	4	0.01	7.1934e-05	0.01	6.0641e-05	0.01
E3T68	6.8	4	0.01	5.3547e-05	0.01	4.6805e-05	0.01
E3T69	6.9	4	0.01	4.0023e-05	0.01	3.6253e-05	0.01
E3T70	7	4	0.01	3.0035e-05	0.01	2.8173e-05	0.01
E3T71	7.1	4	0.01	2.2628e-05	0.01	2.1964e-05	0.01
E3T72	7.2	4	0.01	1.7114e-05	0.01	1.7176e-05	0.01
E3T73	7.3	4	0.01	1.2994e-05	0.01	1.3472e-05	0.01
E3T74	7.4	4	0.01	9.9026e-06	0.01	1.0597e-05	0.01
E3T75	7.5	4	0.01	7.5751e-06	0.01	8.358e-06	0.01
E3T76	7.6	4	0.01	5.8163e-06	0.01	6.6096e-06	0.01
E3T77	7.7	4	0.01	4.4823e-06	0.01	5.2403e-06	0.01
E3T78	7.8	4	0.01	3.4669e-06	0.01	4.1649e-06	0.01
E3T79	7.9	4	0.01	2.6912e-06	0.01	3.318e-06	0.01
