!!SBtab	SBtabVersion='1.0' Document='SBTAB example small' TableName='E3' TableTitle='SBTAB example small E3' TableType = 'QuantityMatrix'						
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E3T80	8	4	0.01	2.0965e-06	0.01	2.6494e-06	0.01
E3T81	8.1	4	0.01	1.6391e-06	0.01	2.1201e-06	0.01
E3T82	8.2	4	0.01	1.2859e-06	0.01	1.7003e-06	0.01
E3T83	8.3	4	0.01	1.0123e-06	0.01	1.3664e-06	0.01
E3T84	8.4	4	0.01	7.9963e-07	0.01	1.1002e-06	0.01
E3T85	8.5	4	0.01	6.3374e-07	0.01	8.8763e-07	0.01
E3T86	8.6	4	0.01	5.0391e-07	0.01	7.1745e-07	0.01
E3T87	8.7	4	0.01	4.0196e-07	0.01	5.8095e-07	0.01
E3T88	8.8	4	0.01	3.2163e-07	0.01	4.7124e-07	0.01
E3T89	8.9	4	0.01	2.5813e-07	0.01	3.8289e-07	0.01
E3T90	9	4	0.01	2.0778e-07	0.01	3.1162e-07	0.01
E3T91	9.1	4	0.01	1.6772e-07	0.01	2.5401e-07	0.01
E3T92	9.2	4	0.01	1.3576e-07	0.01	2.0738e-07	0.01
E3T93	9.3	4	0.01	1.1018e-07	0.01	1.6955e-07	0.01
E3T94	9.4	4	0.01	8.9647e-08	0.01	1.3883e-07	0.01
E3T95	9.5	4	0.01	7.3117e-08	0.01	1.1383e-07	0.01
E3T96	9.6	4	0.01	5.9773e-08	0.01	9.346e-08	0.01
E3T97	9.7	4	0.01	4.8973e-08	0.01	7.6835e-08	0.01
E3T98	9.8	4	0.01	4.0208e-08	0.01	6.3248e-08	0.01
E3T99	9.9	4	0.01	3.3078e-08	0.01	5.2127e-08	0.01
E3T100	10	4	0.01	2.7264e-08	0.01	4.3013e-08	0.01
