!!SBtab	SBtabVersion='1.0' Document='SBTAB example small' TableName='E0' TableTitle='SBTAB example small E0' TableType = 'QuantityMatrix'						
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E0T0	0	4	0.01	0	0.01	0	0.01
E0T1	0.1	4	0.01	0	0.01	0	0.01
E0T2	0.2	4	0.01	0	0.01	0	0.01
E0T3	0.3	4	0.01	0	0.01	0	0.01
E0T4	0.4	4	0.01	0	0.01	0	0.01
E0T5	0.5	4	0.01	0	0.01	0	0.01
E0T6	0.6	4	0.01	0	0.01	0	0.01
E0T7	0.7	4	0.01	0	0.01	0	0.01
E0T8	0.8	4	0.01	0	0.01	0	0.01
E0T9	0.9	4	0.01	0	0.01	0	0.01
E0T10	1	4	0.01	0	0.01	0	0.01
E0T11	1.1	3.5743	0.37345	0.37623	0.41822	0.080462	0.10545
E0T12	1.2	2.9807	0.40673	0.94302	0.49262	0.21228	0.1362
E0T13	1.3	2.6046	0.33131	1.3385	0.40925	0.31496	0.11787
E0T14	1.4	2.3824	0.26808	1.5754	0.33213	0.37954	0.094644
E0T15	1.5	2.2468	0.22269	1.7203	0.28004	0.41918	0.078019
E0T16	1.6	2.1617	0.19244	1.8122	0.24658	0.44453	0.067048
E0T17	1.7	2.1071	0.17356	1.8722	0.22597	0.46123	0.06011
E0T18	1.8	2.0715	0.16247	1.9121	0.21382	0.47252	0.055817
E0T19	1.9	2.0479	0.15627	1.939	0.20691	0.48028	0.053239
E0T20	2	2.0321	0.15294	1.9575	0.20312	0.4857	0.051733
E0T21	2.1	2.0214	0.15122	1.9704	0.2011	0.48953	0.050875
E0T22	2.2	2.0141	0.15036	1.9794	0.20007	0.49227	0.050399
E0T23	2.3	2.009	0.14997	1.9857	0.19957	0.49424	0.050144
E0T24	2.4	2.0055	0.1498	1.9902	0.19935	0.49568	0.050015
E0T25	2.5	2.0031	0.14976	1.9935	0.19928	0.49673	0.049956
E0T26	2.6	2.0014	0.14976	1.9958	0.19928	0.49751	0.049935
E0T27	2.7	2.0002	0.14978	1.9975	0.19931	0.49808	0.049933
E0T28	2.8	1.9993	0.14982	1.9988	0.19935	0.49851	0.049941
E0T29	2.9	1.9987	0.14985	1.9997	0.1994	0.49884	0.049953
E0T30	3	1.9983	0.14987	2.0004	0.19943	0.49908	0.049965
E0T31	3.1	1.9979	0.14989	2.0009	0.19946	0.49926	0.049977
E0T32	3.2	1.9977	0.14991	2.0012	0.19949	0.4994	0.049988
E0T33	3.3	1.9975	0.14993	2.0015	0.19951	0.49951	0.049997
E0T34	3.4	1.9974	0.14994	2.0017	0.19953	0.49959	0.050004
E0T35	3.5	1.9973	0.14995	2.0019	0.19954	0.49965	0.05001
E0T36	3.6	1.9973	0.14995	2.002	0.19955	0.4997	0.050016
E0T37	3.7	1.9972	0.14996	2.0021	0.19956	0.49974	0.05002
E0T38	3.8	1.9972	0.14996	2.0021	0.19957	0.49977	0.050023
E0T39	3.9	1.9971	0.14996	2.0022	0.19957	0.49979	0.050026
E0T40	4	1.9971	0.14997	2.0022	0.19958	0.49981	0.050028
E0T41	4.1	1.9971	0.14997	2.0023	0.19958	0.49982	0.05003
E0T42	4.2	1.9971	0.14997	2.0023	0.19958	0.49984	0.050031
E0T43	4.3	1.9971	0.14997	2.0023	0.19958	0.49984	0.050032
E0T44	4.4	1.9971	0.14997	2.0023	0.19959	0.49985	0.050033
