!!SBtab	SBtabVersion='1.0' Document='SBTAB example small' TableName='E2' TableTitle='SBTAB example small E2' TableType = 'QuantityMatrix'						
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E2T0	0	4	0.01	0	0.01	0	0.01
E2T1	0.1	4	0.01	0	0.01	0	0.01
E2T2	0.2	4	0.01	0	0.01	0	0.01
E2T3	0.3	4	0.01	0	0.01	0	0.01
E2T4	0.4	4	0.01	0	0.01	0	0.01
E2T5	0.5	4	0.01	0	0.01	0	0.01
E2T6	0.6	4	0.01	0	0.01	0	0.01
E2T7	0.7	4	0.01	0	0.01	0	0.01
E2T8	0.8	4	0.01	0	0.01	0	0.01
E2T9	0.9	4	0.01	0	0.01	0	0.01
E2T10	1	4	0.01	0	0.01	0	0.01
E2T11	1.1	4	0.01	0	0.01	0	0.01
E2T12	1.2	4	0.01	0	0.01	0	0.01
E2T13	1.3	4	0.01	0	0.01	0	0.01
E2T14	1.4	4	0.01	0	0.01	0	0.01
E2T15	1.5	4	0.01	0	0.01	0	0.01
E2T16	1.6	4	0.01	0	0.01	0	0.01
E2T17	1.7	4	0.01	0	0.01	0	0.01
E2T18	1.8	4	0.01	0	0.01	0	0.01
E2T19	1.9	4	0.01	0	0.01	0	0.01
E2T20	2	4	0.01	0	0.01	0	0.01
E2T21	2.1	4	0.01	0	0.01	0	0.01
E2T22	2.2	4	0.01	0	0.01	0	0.01
E2T23	2.3	4	0.01	0	0.01	0	0.01
E2T24	2.4	4	0.01	0	0.01	0	0.01
E2T25	2.5	4	0.01	0	0.01	0	0.01
E2T26	2.6	4	0.01	0	0.01	0	0.01
E2T27	2.7	4	0.01	0	0.01	0	0.01
E2T28	2.8	4	0.01	0	0.01	0	0.01
E2T29	2.9	4	0.01	0	0.01	0	0.01
E2T30	3	4	0.01	0	0.01	0	0.01
E2T31	3.1	1.4265	0.45724	2.5779	0.56863	0.6447	0.17441
E2T32	3.2	0.57134	0.30598	3.4004	0.41147	0.84438	0.14474
E2T33	3.3	0.25105	0.18808	3.715	0.31221	0.92277	0.1292
E2T34	3.4	0.12293	0.12873	3.8456	0.27262	0.95655	0.12417
E2T35	3.5	0.069242	0.10545	3.9029	0.25999	0.972	0.12296
E2T36	3.6	0.045913	0.097956	3.9291	0.25646	0.97938	0.12283
E2T37	3.7	0.035474	0.095785	3.9414	0.25561	0.98302	0.12292
E2T38	3.8	0.030686	0.095187	3.9474	0.25547	0.98488	0.12303
E2T39	3.9	0.028442	0.095029	3.9504	0.25549	0.98584	0.12311
