!!SBtab	SBtabVersion='1.0' TableType='QuantityMatrix' TableName='E1' 'TableTitle='' Document='Example'						
!TimePoint	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E0T0	0	0	0.01	0	0.01	0	0.01
E0T1	61	0.0249	0.01	0.062207	0.01	0.0019654	0.01
E0T2	121	0.022994	0.01	0.40715	0.03	0.0021975	0.01
E0T3	301	0.028904	0.01	0.319	0.01	0.020119	0.01
E0T4	601	0.027942	0.01	0.20592	0.02	0.22158	0.02
E0T5	901	0.035465	0.01	0.14706	0.02	0.52331	0.03
E0T6	1801	0.021229	0.01	0.12542	0.02	0.85846	0.1
E0T7	3601	0.02063	0.01	0.067827	0.01	0.6598	0.025
