!!SBtab	SBtabVersion='1.0' TableType='QuantityMatrix' TableName='E11' 'TableTitle='' Document='Example'						
!TimePoint	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E0T0	0	0	0.1	0	0.1	0	0.1
E0T1	61	0.66167	0.1	0.92438	0.1	0.0039944	0.1
E0T2	121	0.26083	0.1	0.86372	0.1	0.025522	0.1
E0T3	301	0.0040161	0.1	0.31206	0.1	0.16324	0.1
E0T4	601	0.00018767	0.1	0.11028	0.1	0.40058	0.1
E0T5	901	0.00018628	0.1	0.094214	0.1	0.55669	0.1
E0T6	1801	0.00018628	0.1	0.068087	0.1	0.70427	0.1
E0T7	3601	0.00018628	0.1	0.036679	0.1	0.51532	0.1
