!!SBtab	SBtabVersion='1.0' TableType='QuantityMatrix' TableName='E14' 'TableTitle='' Document='Example'						
!TimePoint	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E0T0	0	0	0.1	0	0.1	0	0.1
E0T1	61	0.21782	0.1	0.37301	0.1	0.0007743	0.1
E0T2	121	0.20555	0.1	0.6102	0.1	0.010128	0.1
E0T3	301	0.14518	0.1	0.52519	0.1	0.11085	0.1
E0T4	601	0.083342	0.1	0.36874	0.1	0.39562	0.1
E0T5	901	0.050347	0.1	0.25206	0.1	0.67523	0.1
E0T6	1801	0.018334	0.1	0.10169	0.1	1.0067	0.1
E0T7	3601	0.012732	0.1	0.069679	0.1	0.64383	0.1
