!!SBtab	SBtabVersion='1.0' TableType='QuantityMatrix' TableName='E12' 'TableTitle='' Document='Example'						
!TimePoint	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E0T0	0	0	0.1	0	0.1	0	0.1
E0T1	61	0.024672	0.1	0.049818	0.1	9.0092e-05	0.1
E0T2	121	0.026001	0.1	0.11376	0.1	0.001433	0.1
E0T3	301	0.025089	0.1	0.13064	0.1	0.020809	0.1
E0T4	601	0.023605	0.1	0.12386	0.1	0.088839	0.1
E0T5	901	0.022257	0.1	0.11754	0.1	0.17343	0.1
E0T6	1801	0.018908	0.1	0.10136	0.1	0.38471	0.1
E0T7	3601	0.014511	0.1	0.07916	0.1	0.48694	0.1
