!!SBtab	SBtabVersion='1.0' TableType='QuantityMatrix' TableName='E7' 'TableTitle='' Document='Example'						
!TimePoint	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E0T0	0	0	0.1	0	0.1	0	0.1
E0T1	61	0.036745	0.1	0.10164	0.1	0.00017064	0.1
E0T2	121	0.053602	0.1	0.27242	0.1	0.0026728	0.1
E0T3	301	0.040225	0.1	0.36198	0.1	0.046078	0.1
E0T4	601	0.0191	0.1	0.26634	0.1	0.21054	0.1
E0T5	901	0.0090713	0.1	0.19464	0.1	0.4021	0.1
E0T6	1801	0.001028	0.1	0.10059	0.1	0.75638	0.1
E0T7	3601	8.7935e-05	0.1	0.047643	0.1	0.66218	0.1
