!!SBtab	SBtabVersion='1.0' TableType='QuantityMatrix' TableName='E10' 'TableTitle='' Document='Example'						
!TimePoint	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E0T0	0	0	0.1	0	0.1	0	0.1
E0T1	61	0.56767	0.1	0.84487	0.1	0.0026888	0.1
E0T2	121	0.33967	0.1	0.88491	0.1	0.021138	0.1
E0T3	301	0.0094007	0.1	0.38274	0.1	0.15721	0.1
E0T4	601	0.00018845	0.1	0.11977	0.1	0.41148	0.1
E0T5	901	0.00018113	0.1	0.1003	0.1	0.58167	0.1
E0T6	1801	0.00018112	0.1	0.072309	0.1	0.7454	0.1
E0T7	3601	0.00018112	0.1	0.038722	0.1	0.54701	0.1
