!!SBtab	SBtabVersion='1.0' TableType='QuantityMatrix' TableName='E4' 'TableTitle='' Document='Example'						
!TimePoint	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E0T0	0	0	0.01	0	0.01	0	0.01
E0T1	61	0.90952	0.3	0.87147	0.1	0.0073292	0.01
E0T2	121	0.3891	0.15	0.96118	0.025	0.014418	0.01
E0T3	301	0.30117	0.15	0.37349	0.02	0.079732	0.01
E0T4	601	0.10321	0.05	0.15548	0.02	0.4562	0.01
E0T5	901	0.10615	0.02	0.11922	0.02	0.65294	0.02
E0T6	1801	0.039496	0.02	0.062311	0.02	0.75189	0.04
E0T7	3601	0.011403	0.01	0.03678	0.01	0.37446	0.08
