!!SBtab	SBtabVersion='1.0' TableType='QuantityMatrix' TableName='E6' 'TableTitle='' Document='Example'						
!TimePoint	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E0T0	0	0	0.1	0	0.1	0	0.1
E0T1	61	0.01248	0.1	0.03572	0.1	5.83e-05	0.1
E0T2	121	0.018707	0.1	0.1059	0.1	0.00095934	0.1
E0T3	301	0.015701	0.1	0.16811	0.1	0.018661	0.1
E0T4	601	0.0091275	0.1	0.13609	0.1	0.093237	0.1
E0T5	901	0.0053031	0.1	0.1069	0.1	0.18675	0.1
E0T6	1801	0.0010599	0.1	0.060262	0.1	0.3846	0.1
E0T7	3601	7.4181e-05	0.1	0.027675	0.1	0.36699	0.1
