!!SBtab	SBtabVersion='1.0' TableType='QuantityMatrix' TableName='E13' 'TableTitle='' Document='Example'						
!TimePoint	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E0T0	0	0	0.1	0	0.1	0	0.1
E0T1	61	0.071951	0.1	0.1394	0.1	0.00026077	0.1
E0T2	121	0.073896	0.1	0.28928	0.1	0.0039365	0.1
E0T3	301	0.066256	0.1	0.29899	0.1	0.052262	0.1
E0T4	601	0.055385	0.1	0.2604	0.1	0.20999	0.1
E0T5	901	0.046666	0.1	0.22695	0.1	0.39267	0.1
E0T6	1801	0.029568	0.1	0.1538	0.1	0.76779	0.1
E0T7	3601	0.0162	0.1	0.08827	0.1	0.73359	0.1
