!!SBtab	SBtabVersion='1.0' TableType='QuantityMatrix' TableName='E15' 'TableTitle='' Document='Example'						
!TimePoint	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E0T0	0	0	0.1	0	0.1	0	0.1
E0T1	61	0.50757	0.1	0.69397	0.1	0.0017762	0.1
E0T2	121	0.39255	0.1	0.84624	0.1	0.018459	0.1
E0T3	301	0.16087	0.1	0.59064	0.1	0.16196	0.1
E0T4	601	0.043689	0.1	0.24723	0.1	0.49486	0.1
E0T5	901	0.019374	0.1	0.11435	0.1	0.73696	0.1
E0T6	1801	0.013064	0.1	0.071667	0.1	0.8392	0.1
E0T7	3601	0.013007	0.1	0.070952	0.1	0.52548	0.1
