!!SBtab	SBtabVersion='1.0' Document='Example' TableName='E0' TableTitle='E0' TableType = 'QuantityMatrix'								
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2	>Y3	SD_Y3
E0T89	8.9	3.9749	0.019982	0.028623	0.026553	1.9859	0.011358	0.015713	0.014806
E0T90	9	3.9799	0.016769	0.023156	0.022486	1.9887	0.01	0.012687	0.012494
E0T91	9.1	3.9839	0.014064	0.018762	0.01904	1.9909	0.01	0.010259	0.010544
E0T92	9.2	3.9871	0.01179	0.015225	0.016121	1.9927	0.01	0.0083086	0.01
E0T93	9.3	3.9896	0.01	0.012373	0.01365	1.9942	0.01	0.0067389	0.01
E0T94	9.4	3.9916	0.01	0.010068	0.01156	1.9953	0.01	0.0054735	0.01
E0T95	9.5	3.9933	0.01	0.0082044	0.01	1.9962	0.01	0.0044518	0.01
E0T96	9.6	3.9946	0.01	0.0066941	0.01	1.997	0.01	0.0036255	0.01
E0T97	9.7	3.9956	0.01	0.0054687	0.01	1.9976	0.01	0.0029564	0.01
E0T98	9.8	3.9965	0.01	0.0044731	0.01	1.998	0.01	0.0024138	0.01
E0T99	9.9	3.9971	0.01	0.003663	0.01	1.9984	0.01	0.0019731	0.01
E0T100	10	3.9977	0.01	0.003003	0.01	1.9987	0.01	0.0016147	0.01
