!!SBtab	SBtabVersion='1.0' TableType='QuantityMatrix' TableName='E1' 'TableTitle='' Document='Findsim'		
!TimePoint	!Time	>Y6	SD_Y6
E0T0	3600	1	0.01
E0T1	3900	2.5	1
E0T2	5400	1.5	0.3
E0T3	7200	1.3	0.6
E0T4	14400	1.2	0.5
E0T5	36000	1	0.5
